"","Participant","R","R2","R_spearman","RMSE","MAE","MSE","R2_CD","P_Value","p_value_spearman"
"54","K23557",0.522171854891889,0.272663446041236,0.523023001780708,0.701001773281488,0.529461764705882,0.491403486143791,0.281273103412162,4.94674521769795e-06,6.1342729646798e-05
"55","K23559",0.505284503858769,0.255312429839802,0.479507919459634,0.786540742998623,0.62061462585034,0.618646340396825,0.262311576541367,1.11891395077847e-07,4.22117040489532e-10
"56","K23563",0.507652532815552,0.257711094074046,0.448229678236744,0.732414770362343,0.541731058201058,0.536431395844923,0.272510846730857,0.000371513177952055,0.00044824917870386
"57","K23565",0.262388774536039,0.0688478690025241,0.249587089761337,0.870057038630332,0.719113968253968,0.756999250470182,0.071056966974643,0.03472507976077,0.00614192325455597
"58","KTFG534",0.309738485760142,0.095937929560986,0.312749114512614,1.0879863851654,0.890199499730382,1.18371437430528,0.103179913733713,0.000939298965798632,0.000171305386424665
"59","KTGF118",0.0198492613494473,0.000393993176118664,0.00853622326383605,0.887493168892871,0.726031845327898,0.78764412483151,-0.0720215576567955,0.866693937336745,0.141272190151976
"60","KTGF120",-0.201340084409796,0.0405378295901438,-0.138379771376743,0.567777544750314,0.432589896633047,0.322371340322694,-0.186543252616306,0.0876179170050188,0.716448433979224
"61","KTGF122",-0.0599866259210735,0.0035983952893948,-0.0541082779487716,0.667581673795553,0.573666019756106,0.445665291187672,-0.0280245463491464,0.578772376549499,0.900626462499104
"62","KTGF124",0.00473110205767104,2.23833266800995e-05,0.0810844554691326,0.825021570974527,0.597340263137246,0.680660592573277,-0.00592933350346647,0.97188292121522,0.775460779388669
"63","KTGF125",0.111629924510291,0.0124612400461734,0.144321477551859,0.308447904548588,0.112847350060132,0.0951401098204149,0.0186429478221705,0.292131325189642,0.340080012106233
"64","KTGF126",-0.16577368503858,0.0274809146512704,-0.129287444320812,0.557997536927998,0.367355415293004,0.311361251217713,-0.107753539301939,0.116320657006058,0.442024244396914
"65","KTGF129",0.306433943784092,0.0939017619030718,0.31988885690912,1.00865999919973,0.835150660190971,1.0173949939856,0.0937940868103693,0.0023934074961237,0.000361236798026539
"66","KTGF130",0.187547959729126,0.035174237198558,0.19610665738699,0.935101626411066,0.763789158537994,0.87441505171662,0.0265658222179089,0.114662288518652,0.035917682791337
"67","KTGF136",-0.0898282257498188,0.00806911014136041,0.0120385853085769,0.252518829534018,0.118358906626254,0.0637657592692307,-0.0867903318929752,0.53934227384605,0.711607842212148
"68","KTGF142",-0.167439740770139,0.0280360667891712,-0.121062470926163,0.619155939251303,0.51087375152081,0.383354077110163,-0.082411511840462,0.351657820150998,0.242449712611681
"69","KTGF143",-0.118199500167608,0.0139711218398724,-0.0975205511387131,0.472513518314714,0.323794261927968,0.223269024990149,-0.13229291245004,0.322724420196861,0.653239110182407
"70","KTGF146",-0.0208354662968157,0.000434116655805744,0.0859841990345183,0.862528448863006,0.612522545607063,0.743955325098023,-0.0779920483544434,0.882276843076407,0.675708348347537
"71","KTGF147",-0.169871763207046,0.0288564159350706,-0.136269710086259,0.573146357314497,0.498234108575712,0.328496746902877,-0.0817050591255888,0.142362493154332,0.0702262907888264
"72","KTGF148",-0.034616678705479,0.00119831444459836,-0.0513847763085351,0.53472937538693,0.462191899189919,0.285935504901696,-0.0262788200096431,0.73109747022543,0.269140978121417
"73","KTGF150",0.0709396921337908,0.00503243992003703,0.111147732457183,0.544726449545768,0.49615768340553,0.296726904834738,-0.024572720729813,0.603379994871772,0.85245989477392
"74","KTGF153",0.496185364817654,0.246199916259229,0.452400111658263,0.668129582162091,0.503015306122449,0.446397138560091,0.233065028166958,2.04016462025369e-07,4.58678084671132e-07
"75","KTGF154",0.00089699858714489,8.0460646533993e-07,0.0472310368119526,0.638871509499522,0.4594687709023,0.408156805650197,-0.0189648924274171,0.993499330823961,0.689186750679185
"76","KTGF156",0.408482272875168,0.166857767253263,0.348962802860959,0.607536533770407,0.524533773218705,0.369100639865761,0.164300438039785,3.60242563347937e-05,0.00626296228006949
"77","KTGF157",0.483971439176847,0.234228353938909,0.449829922221065,0.690677400543347,0.497808503401361,0.477035271621315,0.235553389745074,4.44792362281841e-07,2.66890597656626e-06
"78","KTGF158",0.230875209107661,0.0533033621805062,0.204565358800599,0.738294444928836,0.483572890880637,0.545078687412779,0.0645576393503068,0.0527310991659361,0.0373006640045204
"79","KTGF527",0.00708888619351771,5.02523074646474e-05,0.0327339931161603,1.16741535038997,0.950770537861609,1.36285860032613,-0.0116961415538539,0.948971824674479,0.886805928782294
"80","KTGF528",-0.0596672059253795,0.00356017546294164,0.0490183972655393,1.17086789883271,0.969063587543678,1.37093163651692,-0.0440496841305595,0.718234075695766,0.353217608289841
"81","KTGF533",0.615565800705687,0.378921254998434,0.517353659502702,1.11997603636624,0.920757142857143,1.25434632203463,0.385840472176484,2.55786734453386e-09,7.23472543265329e-06
"82","KTGF540",-0.377435149001064,0.142457291701456,-0.493855857405385,0.796233816342319,0.683363059317226,0.633988290287054,-0.17474300847307,0.0232466362180423,0.835761279127223
"83","KTGF544",0.262523786117993,0.068918738277726,0.18102340655882,0.738092012301316,0.459708143187831,0.544779818623007,0.0783914031085475,0.0097663584546954,0.50546872253491
"84","KTGF545",-0.116289126642018,0.0135231609751634,-0.125230593741447,0.887074324863744,0.647798695773814,0.786900857832467,-0.0581305152130194,0.304306637142836,0.497221913149901
"85","KTGF549",0.449153351027267,0.201738732739024,0.387880001778405,0.456528733487077,0.253106172839506,0.208418484499314,0.189483671391557,0.00599717630507107,0.0038653349751918
"86","KTGF550",0.256573493099859,0.0658299573614635,0.248869392505742,1.17703645218436,1.02860255084422,1.38541480977075,0.0720001424929994,0.00735366093678948,0.0013426137321829
"87","KTGF553",0.277863446174201,0.0772080947198033,0.173576271080451,0.864900704605969,0.6951504772408,0.748053228827902,0.0846190752500681,0.00700302502722094,0.0160029333587683
"88","KTGF556",0.332360697836595,0.110463633466428,0.375330241591622,0.72473140682818,0.560117172645573,0.525235612043153,0.123447852749174,0.00729164096218483,0.000325253289753189
"89","KTGF557",0.207072947161894,0.0428792054463125,0.187109684906912,1.09112250487545,0.933001969886838,1.19054832064568,0.0543303473132173,0.0726840390811712,0.392834779966542
"90","KTGF561",-0.128971111657082,0.0166335476420636,-0.107974454184114,0.533574438943662,0.357366899839096,0.284701681894044,-0.0444063615624353,0.231085870811909,0.117898685748135
"91","KTGF562",-0.0313429395861125,0.000982379861898699,-0.0252656542872015,1.17475920697239,0.984090804484052,1.3800591943664,-0.0338600547417374,0.749766311812505,0.574009875328295
"92","KTGF565",-0.226836047680886,0.0514545925274853,-0.215256624810862,0.722048430196387,0.573992787164526,0.521353935549066,-0.138399416230555,0.129525493678449,0.724549500440767
"93","KTGF570",-0.17807175990491,0.0317095516756318,-0.188589122750594,0.629443550339299,0.37170942044067,0.396199183063741,-0.0756021143102288,0.225932475520285,0.0109156050022139
"94","KTGF572",-0.276141364540773,0.0762540532104402,-0.313119878207944,0.680589244532692,0.619632869525111,0.463201719773581,-0.177052179532251,0.0358841732635113,8.1008797374285e-05
