"X","Variable","Importance","Participant"
"KTGF127.61","NA GPT",0.004200171,"KTGF127"
"KTGF129.53","NA GPT",0.0171398,"KTGF129"
"KTGF130.67","NA GPT",0.010894176,"KTGF130"
"KTGF136.62","NA GPT",0.004113684,"KTGF136"
"KTGF138.77","NA GPT",0.002382353,"KTGF138"
"KTGF142.86","NA GPT",0.008029455,"KTGF142"
"KTGF143.92","NA GPT",0.002156013,"KTGF143"
"KTGF146.69","NA GPT",0.006555251,"KTGF146"
"KTGF147.69","NA GPT",0.004018281,"KTGF147"
"KTGF148.82","NA GPT",0.002325571,"KTGF148"
"KTGF150.47","NA GPT",0.001603131,"KTGF150"
"KTGF153.68","NA GPT",0.001528102,"KTGF153"
"KTGF154.60","NA GPT",0.001372,"KTGF154"
"KTGF156.82","NA GPT",0.004740708,"KTGF156"
"KTGF157.60","NA GPT",0.004666827,"KTGF157"
"KTGF158.82","NA GPT",0.07027969,"KTGF158"
"KTGF527.92","NA GPT",0.085240341,"KTGF527"
"KTGF528.94","NA GPT",0.001905487,"KTGF528"
"KTGF533.81","NA GPT",0.073423619,"KTGF533"
"KTGF540.76","NA GPT",0.022459148,"KTGF540"
"KTGF544.94","NA GPT",0.012211938,"KTGF544"
"KTGF545.70","NA GPT",0.002267392,"KTGF545"
"KTGF549.96","NA GPT",0.001398315,"KTGF549"
"KTGF550.65","NA GPT",0.034760759,"KTGF550"
"KTGF553.71","NA GPT",0.003957111,"KTGF553"
"KTGF556.87","NA GPT",0.020781604,"KTGF556"
"KTGF557.75","NA GPT",0.031951877,"KTGF557"
"KTGF561.75","NA GPT",0.003425515,"KTGF561"
"KTGF562.64","NA GPT",0.022763357,"KTGF562"
"KTGF565.87","NA GPT",0.002201261,"KTGF565"
"KTGF570.61","NA GPT",0.011782917,"KTGF570"
"KTGF572.66","NA GPT",0.005591598,"KTGF572"
"K23125.54","Need",0.001659005,"K23125"
"K23126.38","Need",0.000460274,"K23126"
"K23131.36","Need",0.000559042,"K23131"
"K23134.62","Need",1.95e-06,"K23134"
"K23136.57","Need",0.002613194,"K23136"
"K23148.48","Need",0.001714133,"K23148"
"K23151.45","Need",0.018525624,"K23151"
"K23503.52","Need",0.003511233,"K23503"
"K23507.35","Need",0.00013589,"K23507"
"K23509.47","Need",0.001228788,"K23509"
"K23532.55","Need",0.005036897,"K23532"
"K23540.44","Need",0.004462314,"K23540"
"K23548.53","Need",0.001530815,"K23548"
"K23565.48","Need",0.006414882,"K23565"
"KTGF118.53","Need",0.000490892,"KTGF118"
"KTGF120.51","Need",0.003545442,"KTGF120"
"KTGF528.55","Need",0.000162051,"KTGF528"
"KTGF533.47","Need",0.002930987,"KTGF533"
"KTGF544.58","Need",0.011305882,"KTGF544"
"KTGF549.61","Need",0.003289333,"KTGF549"
"KTGF557.43","Need",0.00614286,"KTGF557"
"KTGF565.54","Need",0.002337043,"KTGF565"
"K23101.57","NA VADER",0.002276607,"K23101"
"K23106.60","NA VADER",0.002086244,"K23106"
"K23107.46","NA VADER",0.000820207,"K23107"
"K23109.45","NA VADER",0.00835477,"K23109"
"K23115.58","NA VADER",0.001319403,"K23115"
"K23121.60","NA VADER",0.002286469,"K23121"
"K23125.70","NA VADER",0.001276685,"K23125"
"K23126.52","NA VADER",0.003792466,"K23126"
"K23128.70","NA VADER",0.003703837,"K23128"
"K23130.62","NA VADER",0.005091905,"K23130"
"K23131.47","NA VADER",0.00165705,"K23131"
"K23133.74","NA VADER",0.001241185,"K23133"
"K23134.81","NA VADER",1.56e-21,"K23134"
"K23136.75","NA VADER",0.001209132,"K23136"
"K23144.52","NA VADER",0.002661674,"K23144"
"K23145.60","NA VADER",0.000249733,"K23145"
"K23148.64","NA VADER",0.002835633,"K23148"
"K23150.52","NA VADER",0.002223056,"K23150"
"K23151.59","NA VADER",0.003094496,"K23151"
"K23153.64","NA VADER",0.004962481,"K23153"
"K23502.49","NA VADER",0.009185156,"K23502"
"K23503.70","NA VADER",0.00412614,"K23503"
"K23507.44","NA VADER",0.001161032,"K23507"
"K23508.54","NA VADER",0.002778204,"K23508"
"K23509.60","NA VADER",0.019203235,"K23509"
"K23510.63","NA VADER",0.004179138,"K23510"
"K23517.51","NA VADER",0.001510187,"K23517"
"K23521.63","NA VADER",0.014965946,"K23521"
"K23526.60","NA VADER",0.009589913,"K23526"
"K23529.68","NA VADER",0.007143389,"K23529"
"K23531.61","NA VADER",0.006063978,"K23531"
"K23532.76","NA VADER",0.007555409,"K23532"
"K23536.62","NA VADER",0.000112,"K23536"
"K23537.70","NA VADER",0.016306971,"K23537"
"K23540.54","NA VADER",0.001603412,"K23540"
"K23541.55","NA VADER",0.0006248,"K23541"
"K23548.68","NA VADER",0.019164942,"K23548"
"K23552.67","NA VADER",0.003248464,"K23552"
"K23555.61","NA VADER",0.001982466,"K23555"
"K23556.58","NA VADER",0.005332685,"K23556"
"K23557.63","NA VADER",0.011838745,"K23557"
"K23559.53","NA VADER",0.006556993,"K23559"
"K23563.50","NA VADER",0.001360889,"K23563"
"K23565.63","NA VADER",0.000723077,"K23565"
"KTFG534.60","NA VADER",0.039553058,"KTFG534"
"KTGF118.70","NA VADER",0.002675441,"KTGF118"
"KTGF120.68","NA VADER",0.00419011,"KTGF120"
"KTGF122.56","NA VADER",0.00946215,"KTGF122"
"KTGF124.59","NA VADER",0.004952724,"KTGF124"
"KTGF125.64","NA VADER",0.001487861,"KTGF125"
"KTGF130.50","NA VADER",0.002618898,"KTGF130"
"KTGF138.60","NA VADER",0.005134118,"KTGF138"
"KTGF142.69","NA VADER",0.002031859,"KTGF142"
"KTGF143.75","NA VADER",0.003123861,"KTGF143"
"KTGF147.52","NA VADER",0.003718553,"KTGF147"
"KTGF148.65","NA VADER",0.003068891,"KTGF148"
"KTGF153.51","NA VADER",0.00501666,"KTGF153"
"KTGF154.43","NA VADER",0.011532427,"KTGF154"
"KTGF156.65","NA VADER",0.00134709,"KTGF156"
"KTGF158.65","NA VADER",0.016613596,"KTGF158"
"KTGF527.75","NA VADER",0.003320468,"KTGF527"
"KTGF528.77","NA VADER",0.003624,"KTGF528"
"KTGF533.64","NA VADER",0.002935732,"KTGF533"
"KTGF540.59","NA VADER",0.000969444,"KTGF540"
"KTGF544.77","NA VADER",0.008242431,"KTGF544"
"KTGF545.53","NA VADER",0.010000742,"KTGF545"
"KTGF549.79","NA VADER",0.002502267,"KTGF549"
"KTGF550.48","NA VADER",0.00183834,"KTGF550"
"KTGF553.54","NA VADER",0.002991527,"KTGF553"
"KTGF556.70","NA VADER",0.011447813,"KTGF556"
"KTGF557.58","NA VADER",0.006983526,"KTGF557"
"KTGF561.58","NA VADER",0.000880402,"KTGF561"
"KTGF562.47","NA VADER",0.012879374,"KTGF562"
"KTGF565.70","NA VADER",0.001651014,"KTGF565"
"KTGF572.49","NA VADER",0.004988624,"KTGF572"
"K23101.19","Negations",0.00224935,"K23101"
"K23106.20","Negations",0.006190564,"K23106"
"K23114.19","Negations",0.024927995,"K23114"
"K23122.18","Negations",0.003950299,"K23122"
"K23125.21","Negations",0.002391772,"K23125"
"K23126.19","Negations",0.004266338,"K23126"
"K23128.22","Negations",0.000833593,"K23128"
"K23133.23","Negations",0.001216667,"K23133"
"K23134.23","Negations",3.71e-05,"K23134"
"K23136.22","Negations",0.000568899,"K23136"
"K23139.18","Negations",0.002843397,"K23139"
"K23142.15","Negations",0.012156086,"K23142"
"K23145.21","Negations",0.005451022,"K23145"
"K23151.21","Negations",0.002979949,"K23151"
"K23153.21","Negations",0.003419556,"K23153"
"K23155.19","Negations",0.004669659,"K23155"
"K23502.18","Negations",0.001485707,"K23502"
"K23509.20","Negations",0.002632818,"K23509"
"K23510.21","Negations",0.008742687,"K23510"
"K23517.21","Negations",0.006283671,"K23517"
"K23521.20","Negations",0.002924962,"K23521"
"K23529.21","Negations",0.001699431,"K23529"
"K23532.23","Negations",0.000853709,"K23532"
"K23536.19","Negations",0.000463333,"K23536"
"K23537.21","Negations",0.005645855,"K23537"
"K23540.21","Negations",0.00166502,"K23540"
"K23541.20","Negations",0.0001704,"K23541"
"K23548.21","Negations",0.005840921,"K23548"
"K23551.18","Negations",0.012856632,"K23551"
"K23552.21","Negations",0.00890148,"K23552"
"K23555.21","Negations",0.003984804,"K23555"
"K23557.21","Negations",0.005803314,"K23557"
"K23563.21","Negations",0.000446578,"K23563"
"K23565.21","Negations",0.001045323,"K23565"
"KTFG534.20","Negations",0.012323501,"KTFG534"
"KTGF118.21","Negations",0.001964225,"KTGF118"
"KTGF120.21","Negations",0.003595571,"KTGF120"
"KTGF124.21","Negations",0.005851667,"KTGF124"
"KTGF125.21","Negations",0.001347509,"KTGF125"
"KTGF126.16","Negations",0.002138139,"KTGF126"
"KTGF127.18","Negations",0.0009092,"KTGF127"
"KTGF129.18","Negations",0.005342793,"KTGF129"
"KTGF130.19","Negations",0.011448676,"KTGF130"
"KTGF138.18","Negations",0.000570941,"KTGF138"
"KTGF142.22","Negations",0.001216242,"KTGF142"
"KTGF143.21","Negations",0.00095338,"KTGF143"
"KTGF146.19","Negations",0.005126609,"KTGF146"
"KTGF147.20","Negations",0.001008693,"KTGF147"
"KTGF148.21","Negations",0.006404172,"KTGF148"
"KTGF156.21","Negations",0.000830917,"KTGF156"
"KTGF158.22","Negations",0.000792113,"KTGF158"
"KTGF527.24","Negations",0.002627905,"KTGF527"
"KTGF528.21","Negations",0.001240513,"KTGF528"
"KTGF544.22","Negations",0.004564646,"KTGF544"
"KTGF545.21","Negations",0.002817267,"KTGF545"
"KTGF549.24","Negations",0.002962907,"KTGF549"
"KTGF553.19","Negations",0.001593756,"KTGF553"
"KTGF556.21","Negations",0.033973135,"KTGF556"
"KTGF561.20","Negations",0.001871515,"KTGF561"
"KTGF562.17","Negations",0.006357704,"KTGF562"
"KTGF565.21","Negations",0.001747464,"KTGF565"
"K23101.69","Nervous GPT",0.002176632,"K23101"
"K23106.72","Nervous GPT",0.003865577,"K23106"
"K23107.58","Nervous GPT",0.000951667,"K23107"
"K23109.57","Nervous GPT",0.003902452,"K23109"
"K23114.51","Nervous GPT",0.00500171,"K23114"
"K23115.70","Nervous GPT",0.003347353,"K23115"
"K23117.59","Nervous GPT",0.004501689,"K23117"
"K23120.49","Nervous GPT",0.016494601,"K23120"
"K23121.72","Nervous GPT",0.002448889,"K23121"
"K23122.59","Nervous GPT",0.002949048,"K23122"
"K23125.82","Nervous GPT",0.010681553,"K23125"
"K23126.64","Nervous GPT",0.001201023,"K23126"
"K23128.82","Nervous GPT",0.002416016,"K23128"
"K23130.74","Nervous GPT",0.007390505,"K23130"
"K23131.59","Nervous GPT",0.001325594,"K23131"
"K23133.86","Nervous GPT",0.000675824,"K23133"
"K23134.93","Nervous GPT",3.9e-06,"K23134"
"K23136.87","Nervous GPT",0.003558899,"K23136"
"K23139.45","Nervous GPT",0.004063945,"K23139"
"K23142.42","Nervous GPT",0.005267191,"K23142"
"K23143.54","Nervous GPT",0.002183959,"K23143"
"K23144.64","Nervous GPT",0.002608481,"K23144"
"K23145.72","Nervous GPT",0.009229033,"K23145"
"K23148.76","Nervous GPT",0.000782594,"K23148"
"K23150.64","Nervous GPT",0.008928262,"K23150"
"K23151.71","Nervous GPT",0.01690653,"K23151"
"K23153.76","Nervous GPT",0.000496111,"K23153"
"K23155.55","Nervous GPT",0.001487721,"K23155"
"K23156.50","Nervous GPT",0.013950045,"K23156"
"K23502.61","Nervous GPT",0.011724551,"K23502"
"K23503.82","Nervous GPT",0.003972411,"K23503"
"K23507.56","Nervous GPT",0.000652557,"K23507"
"K23508.66","Nervous GPT",0.017330374,"K23508"
"K23509.72","Nervous GPT",0.001958182,"K23509"
"K23510.75","Nervous GPT",0.002908624,"K23510"
"K23517.63","Nervous GPT",0.004764178,"K23517"
"K23521.75","Nervous GPT",0.008486517,"K23521"
"K23526.72","Nervous GPT",0.002868488,"K23526"
"K23529.80","Nervous GPT",0.009389903,"K23529"
"K23531.73","Nervous GPT",0.001489032,"K23531"
"K23532.88","Nervous GPT",0.009238,"K23532"
"K23533.60","Nervous GPT",0.002621583,"K23533"
"K23536.74","Nervous GPT",0.001332667,"K23536"
"K23537.82","Nervous GPT",0.000648406,"K23537"
"K23540.66","Nervous GPT",0.004171634,"K23540"
"K23541.67","Nervous GPT",0.0003576,"K23541"
"K23548.80","Nervous GPT",0.005471746,"K23548"
"K23551.58","Nervous GPT",0.004684009,"K23551"
"K23552.79","Nervous GPT",0.008234826,"K23552"
"K23555.73","Nervous GPT",0.000788571,"K23555"
"K23556.70","Nervous GPT",0.003965892,"K23556"
"K23557.75","Nervous GPT",0.000631882,"K23557"
"K23559.65","Nervous GPT",0.003195571,"K23559"
"K23563.62","Nervous GPT",0.006770015,"K23563"
"K23565.75","Nervous GPT",0.0044624,"K23565"
"KTFG534.72","Nervous GPT",0.006883238,"KTFG534"
"KTGF118.82","Nervous GPT",0.00184045,"KTGF118"
"KTGF120.80","Nervous GPT",0.002040712,"KTGF120"
"KTGF122.68","Nervous GPT",0.002073258,"KTGF122"
"KTGF124.71","Nervous GPT",0.010469629,"KTGF124"
"KTGF125.76","Nervous GPT",0.001087209,"KTGF125"
"KTGF126.42","Nervous GPT",0.00219926,"KTGF126"
"KTGF127.56","Nervous GPT",0.003584076,"KTGF127"
"KTGF129.48","Nervous GPT",0.004330987,"KTGF129"
"KTGF130.62","Nervous GPT",0.006152796,"KTGF130"
"KTGF136.57","Nervous GPT",0.002063848,"KTGF136"
"KTGF138.72","Nervous GPT",0.000859255,"KTGF138"
"KTGF142.81","Nervous GPT",0.016234768,"KTGF142"
"KTGF143.87","Nervous GPT",0.001258935,"KTGF143"
"KTGF146.64","Nervous GPT",0.010625487,"KTGF146"
"KTGF147.64","Nervous GPT",0.002327763,"KTGF147"
"KTGF148.77","Nervous GPT",0.000698284,"KTGF148"
"KTGF150.42","Nervous GPT",0.001458393,"KTGF150"
"KTGF153.63","Nervous GPT",0.000834116,"KTGF153"
"KTGF154.55","Nervous GPT",0.003995922,"KTGF154"
"KTGF156.77","Nervous GPT",0.001524102,"KTGF156"
"KTGF157.55","Nervous GPT",0.003760365,"KTGF157"
"KTGF158.77","Nervous GPT",0.007750667,"KTGF158"
"KTGF527.87","Nervous GPT",0.00259454,"KTGF527"
"KTGF528.89","Nervous GPT",0.000836923,"KTGF528"
"KTGF533.76","Nervous GPT",0.001933091,"KTGF533"
"KTGF540.71","Nervous GPT",0.000767222,"KTGF540"
"KTGF544.89","Nervous GPT",0.001249,"KTGF544"
"KTGF545.65","Nervous GPT",0.000954508,"KTGF545"
"KTGF549.91","Nervous GPT",0.001915926,"KTGF549"
"KTGF550.60","Nervous GPT",0.009339358,"KTGF550"
"KTGF553.66","Nervous GPT",0.002939803,"KTGF553"
"KTGF556.82","Nervous GPT",0.0021615,"KTGF556"
"KTGF557.70","Nervous GPT",0.02074753,"KTGF557"
"KTGF561.70","Nervous GPT",0.002015924,"KTGF561"
"KTGF562.59","Nervous GPT",0.015520604,"KTGF562"
"KTGF565.82","Nervous GPT",0.003484818,"KTGF565"
"KTGF570.56","Nervous GPT",0.001170556,"KTGF570"
"KTGF572.61","Nervous GPT",0.004112793,"KTGF572"
"K23101.56","Neutral VADER",0.005102897,"K23101"
"K23106.59","Neutral VADER",0.002497244,"K23106"
"K23107.45","Neutral VADER",0.001051287,"K23107"
"K23109.44","Neutral VADER",0.007378141,"K23109"
"K23114.39","Neutral VADER",0.006558637,"K23114"
"K23115.57","Neutral VADER",0.002219274,"K23115"
"K23117.47","Neutral VADER",0.0122286,"K23117"
"K23120.37","Neutral VADER",0.006114952,"K23120"
"K23121.59","Neutral VADER",0.007467358,"K23121"
"K23122.47","Neutral VADER",0.009328253,"K23122"
"K23125.69","Neutral VADER",0.003386767,"K23125"
"K23126.51","Neutral VADER",0.006482986,"K23126"
"K23128.69","Neutral VADER",0.002325765,"K23128"
"K23130.61","Neutral VADER",0.004239371,"K23130"
"K23131.46","Neutral VADER",0.002482575,"K23131"
"K23133.73","Neutral VADER",0.000445833,"K23133"
"K23134.80","Neutral VADER",0.001469463,"K23134"
"K23136.74","Neutral VADER",0.004452667,"K23136"
"K23143.42","Neutral VADER",0.000136923,"K23143"
"K23144.51","Neutral VADER",0.001523383,"K23144"
"K23145.59","Neutral VADER",0.000996233,"K23145"
"K23148.63","Neutral VADER",0.001904545,"K23148"
"K23150.51","Neutral VADER",0.006002226,"K23150"
"K23151.58","Neutral VADER",0.010228291,"K23151"
"K23153.63","Neutral VADER",0.003119426,"K23153"
"K23155.43","Neutral VADER",0.00753696,"K23155"
"K23502.48","Neutral VADER",0.035413529,"K23502"
"K23503.69","Neutral VADER",0.004191936,"K23503"
"K23507.43","Neutral VADER",0.000474703,"K23507"
"K23508.53","Neutral VADER",0.005999866,"K23508"
"K23509.59","Neutral VADER",0.012632136,"K23509"
"K23510.62","Neutral VADER",0.007482019,"K23510"
"K23517.50","Neutral VADER",0.002316293,"K23517"
"K23521.62","Neutral VADER",0.012201454,"K23521"
"K23526.59","Neutral VADER",0.008668758,"K23526"
"K23529.67","Neutral VADER",0.010952494,"K23529"
"K23531.60","Neutral VADER",0.006974903,"K23531"
"K23532.75","Neutral VADER",0.004504138,"K23532"
"K23533.48","Neutral VADER",0.014228832,"K23533"
"K23536.61","Neutral VADER",0.009582033,"K23536"
"K23537.69","Neutral VADER",0.004389841,"K23537"
"K23540.53","Neutral VADER",0.002791686,"K23540"
"K23541.54","Neutral VADER",0.003486973,"K23541"
"K23548.67","Neutral VADER",0.020643206,"K23548"
"K23551.46","Neutral VADER",0.003767208,"K23551"
"K23552.66","Neutral VADER",0.006439188,"K23552"
"K23555.60","Neutral VADER",0.002604656,"K23555"
"K23556.57","Neutral VADER",0.003280685,"K23556"
"K23557.62","Neutral VADER",0.002577686,"K23557"
"K23559.52","Neutral VADER",0.009746116,"K23559"
"K23563.49","Neutral VADER",0.003099259,"K23563"
"K23565.62","Neutral VADER",0.004397969,"K23565"
"KTFG534.59","Neutral VADER",0.015609777,"KTFG534"
"KTGF118.69","Neutral VADER",0.002938712,"KTGF118"
"KTGF120.67","Neutral VADER",0.006853489,"KTGF120"
"KTGF122.55","Neutral VADER",0.004614913,"KTGF122"
"KTGF124.58","Neutral VADER",0.005775195,"KTGF124"
"KTGF125.63","Neutral VADER",0.000679861,"KTGF125"
"KTGF127.44","Neutral VADER",0.002352876,"KTGF127"
"KTGF130.49","Neutral VADER",0.003003926,"KTGF130"
"KTGF136.45","Neutral VADER",0.001742136,"KTGF136"
"KTGF138.59","Neutral VADER",0.004553667,"KTGF138"
"KTGF142.68","Neutral VADER",0.008571919,"KTGF142"
"KTGF143.74","Neutral VADER",0.003841944,"KTGF143"
"KTGF146.52","Neutral VADER",0.012079562,"KTGF146"
"KTGF147.51","Neutral VADER",0.005116096,"KTGF147"
"KTGF148.64","Neutral VADER",0.002421835,"KTGF148"
"KTGF153.50","Neutral VADER",0.003300898,"KTGF153"
"KTGF154.42","Neutral VADER",0.009802725,"KTGF154"
"KTGF156.64","Neutral VADER",0.003479271,"KTGF156"
"KTGF157.43","Neutral VADER",0.009711839,"KTGF157"
"KTGF158.64","Neutral VADER",0.012229268,"KTGF158"
"KTGF527.74","Neutral VADER",0.002167881,"KTGF527"
"KTGF528.76","Neutral VADER",0.004604513,"KTGF528"
"KTGF533.63","Neutral VADER",0.005186528,"KTGF533"
"KTGF540.58","Neutral VADER",0.009678389,"KTGF540"
"KTGF544.76","Neutral VADER",0.003567785,"KTGF544"
"KTGF545.52","Neutral VADER",0.005806042,"KTGF545"
"KTGF549.78","Neutral VADER",0.009667944,"KTGF549"
"KTGF550.47","Neutral VADER",0.003024895,"KTGF550"
"KTGF553.53","Neutral VADER",0.005416552,"KTGF553"
"KTGF556.69","Neutral VADER",0.009809104,"KTGF556"
"KTGF557.57","Neutral VADER",0.014413935,"KTGF557"
"KTGF561.57","Neutral VADER",0.003464098,"KTGF561"
"KTGF562.46","Neutral VADER",0.006514584,"KTGF562"
"KTGF565.69","Neutral VADER",0.009757884,"KTGF565"
"KTGF570.44","Neutral VADER",0.001302278,"KTGF570"
"KTGF572.48","Neutral VADER",0.002064614,"KTGF572"
"K23133.18","Number",0.002087685,"K23133"
"K23134.18","Number",0.009264634,"K23134"
"K23153.16","Number",0,"K23153"
"KTGF142.17","Number",0.004747859,"KTGF142"
"KTGF527.19","Number",0.004247714,"KTGF527"
"KTGF540.17","Number",0.001033481,"KTGF540"
"KTGF545.16","Number",0.00092385,"KTGF545"
"K23101.75","PA GPT",0.004260308,"K23101"
"K23106.78","PA GPT",0.015932744,"K23106"
"K23107.64","PA GPT",0.001837007,"K23107"
"K23109.63","PA GPT",0.007528407,"K23109"
"K23114.57","PA GPT",0.023424416,"K23114"
"K23115.76","PA GPT",0.005585343,"K23115"
"K23117.65","PA GPT",0.007159778,"K23117"
"K23120.55","PA GPT",0.011382314,"K23120"
"K23121.78","PA GPT",0.001438123,"K23121"
"K23122.65","PA GPT",0.003300023,"K23122"
"K23125.88","PA GPT",0.0058661,"K23125"
"K23126.70","PA GPT",0.004690137,"K23126"
"K23128.88","PA GPT",0.004045902,"K23128"
"K23130.80","PA GPT",0.00355014,"K23130"
"K23131.65","PA GPT",0.012990069,"K23131"
"K23133.92","PA GPT",0.003949583,"K23133"
"K23134.99","PA GPT",0.000577561,"K23134"
"K23136.93","PA GPT",0.005034124,"K23136"
"K23139.51","PA GPT",0.004676379,"K23139"
"K23142.47","PA GPT",0.002304667,"K23142"
"K23143.60","PA GPT",0.00065321,"K23143"
"K23144.70","PA GPT",0.000940471,"K23144"
"K23145.78","PA GPT",0.005115733,"K23145"
"K23148.82","PA GPT",0.00042537,"K23148"
"K23150.70","PA GPT",0.011342872,"K23150"
"K23151.77","PA GPT",0.00510988,"K23151"
"K23153.82","PA GPT",0.002146574,"K23153"
"K23155.61","PA GPT",0.003979686,"K23155"
"K23156.56","PA GPT",0.004033182,"K23156"
"K23502.67","PA GPT",0.002316,"K23502"
"K23503.88","PA GPT",0.010316327,"K23503"
"K23507.62","PA GPT",0.001883507,"K23507"
"K23508.72","PA GPT",0.005640345,"K23508"
"K23509.78","PA GPT",0.010372864,"K23509"
"K23510.81","PA GPT",0.007958272,"K23510"
"K23517.69","PA GPT",0.035440516,"K23517"
"K23521.81","PA GPT",0.012664503,"K23521"
"K23526.78","PA GPT",0.01214381,"K23526"
"K23529.86","PA GPT",0.005970986,"K23529"
"K23531.79","PA GPT",0.007180473,"K23531"
"K23532.94","PA GPT",0.002415422,"K23532"
"K23533.66","PA GPT",0.007122731,"K23533"
"K23536.80","PA GPT",0.003495,"K23536"
"K23537.88","PA GPT",0.002948159,"K23537"
"K23540.72","PA GPT",0.036113869,"K23540"
"K23541.73","PA GPT",0.011463,"K23541"
"K23548.86","PA GPT",0.021117583,"K23548"
"K23551.64","PA GPT",0.011891396,"K23551"
"K23552.85","PA GPT",0.002713593,"K23552"
"K23555.79","PA GPT",0.059501048,"K23555"
"K23556.76","PA GPT",0.002977441,"K23556"
"K23557.81","PA GPT",0.029854804,"K23557"
"K23559.71","PA GPT",0.008005837,"K23559"
"K23563.68","PA GPT",0.007726533,"K23563"
"K23565.81","PA GPT",0.002648656,"K23565"
"KTFG534.78","PA GPT",0.032635086,"KTFG534"
"KTGF118.88","PA GPT",0.001269829,"KTGF118"
"KTGF120.86","PA GPT",0.005939936,"KTGF120"
"KTGF122.74","PA GPT",0.005012522,"KTGF122"
"KTGF124.77","PA GPT",0.00696231,"KTGF124"
"KTGF125.82","PA GPT",0.002801077,"KTGF125"
"KTGF126.48","PA GPT",0.004459473,"KTGF126"
"KTGF127.62","PA GPT",0.003449619,"KTGF127"
"KTGF129.54","PA GPT",0.003234524,"KTGF129"
"KTGF130.68","PA GPT",0.021551074,"KTGF130"
"KTGF136.63","PA GPT",0.00833739,"KTGF136"
"KTGF138.78","PA GPT",0.00386702,"KTGF138"
"KTGF142.87","PA GPT",0.006916465,"KTGF142"
"KTGF143.93","PA GPT",0.005764966,"KTGF143"
"KTGF146.70","PA GPT",0.012892537,"KTGF146"
"KTGF147.70","PA GPT",0.001193789,"KTGF147"
"KTGF148.83","PA GPT",0.002235974,"KTGF148"
"KTGF150.48","PA GPT",0.003276488,"KTGF150"
"KTGF153.69","PA GPT",0.002532803,"KTGF153"
"KTGF154.61","PA GPT",0.005514794,"KTGF154"
"KTGF156.83","PA GPT",0.002140556,"KTGF156"
"KTGF157.61","PA GPT",0.016010075,"KTGF157"
"KTGF158.83","PA GPT",0.00337369,"KTGF158"
"KTGF527.93","PA GPT",0.004459365,"KTGF527"
"KTGF528.95","PA GPT",0.050457231,"KTGF528"
"KTGF533.82","PA GPT",0.003719117,"KTGF533"
"KTGF540.77","PA GPT",0.00352887,"KTGF540"
"KTGF544.95","PA GPT",0.011774417,"KTGF544"
"KTGF545.71","PA GPT",0.004972139,"KTGF545"
"KTGF549.97","PA GPT",0.00255263,"KTGF549"
"KTGF550.66","PA GPT",0.00330179,"KTGF550"
"KTGF553.72","PA GPT",0.002614487,"KTGF553"
"KTGF556.88","PA GPT",0.007960833,"KTGF556"
"KTGF557.76","PA GPT",0.017944635,"KTGF557"
"KTGF561.76","PA GPT",0.006005917,"KTGF561"
"KTGF562.65","PA GPT",0.019119736,"KTGF562"
"KTGF565.88","PA GPT",0.001981058,"KTGF565"
"KTGF570.62","PA GPT",0.001465556,"KTGF570"
"KTGF572.67","PA GPT",0.005529977,"KTGF572"
"K23101.45","Perception",0.004646504,"K23101"
"K23106.50","Perception",0.004900998,"K23106"
"K23107.37","Perception",0.00237631,"K23107"
"K23109.37","Perception",0.004857585,"K23109"
"K23114.36","Perception",0.030867108,"K23114"
"K23115.45","Perception",0.005919672,"K23115"
"K23117.41","Perception",0.006931326,"K23117"
"K23120.31","Perception",0.007562238,"K23120"
"K23121.49","Perception",0.012399062,"K23121"
"K23122.37","Perception",0.003209034,"K23122"
"K23125.57","Perception",0.001875909,"K23125"
"K23126.41","Perception",0.01926632,"K23126"
"K23128.54","Perception",0.005341138,"K23128"
"K23130.52","Perception",0.01046083,"K23130"
"K23131.39","Perception",0.00266069,"K23131"
"K23133.60","Perception",0.000722722,"K23133"
"K23134.65","Perception",4.1e-05,"K23134"
"K23136.60","Perception",0.00379893,"K23136"
"K23139.31","Perception",0.00343239,"K23139"
"K23142.30","Perception",0.002604833,"K23142"
"K23143.35","Perception",6.65e-05,"K23143"
"K23144.42","Perception",0.003232226,"K23144"
"K23145.49","Perception",0.004146044,"K23145"
"K23148.51","Perception",0.002028485,"K23148"
"K23150.44","Perception",0.009795067,"K23150"
"K23151.48","Perception",0.00347253,"K23151"
"K23153.52","Perception",0.036877093,"K23153"
"K23155.36","Perception",0.002376481,"K23155"
"K23156.31","Perception",0.00193453,"K23156"
"K23502.40","Perception",0.003404178,"K23502"
"K23503.55","Perception",0.013702668,"K23503"
"K23507.38","Perception",0.003563562,"K23507"
"K23508.43","Perception",0.003441298,"K23508"
"K23509.49","Perception",0.012673455,"K23509"
"K23510.50","Perception",0.010234393,"K23510"
"K23517.43","Perception",0.003056258,"K23517"
"K23521.50","Perception",0.008498243,"K23521"
"K23526.47","Perception",0.00551658,"K23526"
"K23529.56","Perception",0.008850861,"K23529"
"K23531.50","Perception",0.023396968,"K23531"
"K23532.58","Perception",0.008938897,"K23532"
"K23533.41","Perception",0.004167019,"K23533"
"K23536.50","Perception",0.001851289,"K23536"
"K23537.55","Perception",0.005135196,"K23537"
"K23540.46","Perception",0.009766105,"K23540"
"K23541.45","Perception",0.00507192,"K23541"
"K23548.57","Perception",0.004590307,"K23548"
"K23551.38","Perception",0.008494004,"K23551"
"K23552.53","Perception",0.006095723,"K23552"
