"X","Variable","Importance","Participant"
"KTFG534.24","Drives",0.012915115,"KTFG534"
"KTGF118.25","Drives",0.001791261,"KTGF118"
"KTGF120.25","Drives",0.003516895,"KTGF120"
"KTGF122.24","Drives",0.01037772,"KTGF122"
"KTGF124.25","Drives",0.004403653,"KTGF124"
"KTGF125.25","Drives",0.001769465,"KTGF125"
"KTGF127.21","Drives",0.009929238,"KTGF127"
"KTGF129.20","Drives",0.006244211,"KTGF129"
"KTGF130.22","Drives",0.009929481,"KTGF130"
"KTGF136.18","Drives",0.012957512,"KTGF136"
"KTGF138.22","Drives",0.000458196,"KTGF138"
"KTGF142.26","Drives",0.005230364,"KTGF142"
"KTGF143.25","Drives",0.001019398,"KTGF143"
"KTGF146.22","Drives",0.011066546,"KTGF146"
"KTGF147.23","Drives",0.001520746,"KTGF147"
"KTGF148.25","Drives",0.005708191,"KTGF148"
"KTGF150.19","Drives",0.004014179,"KTGF150"
"KTGF153.23","Drives",0.003665558,"KTGF153"
"KTGF154.23","Drives",0.002189678,"KTGF154"
"KTGF156.25","Drives",0.003112104,"KTGF156"
"KTGF157.22","Drives",0.004344263,"KTGF157"
"KTGF158.26","Drives",0.003182695,"KTGF158"
"KTGF527.28","Drives",0.008124016,"KTGF527"
"KTGF528.25","Drives",0.002663077,"KTGF528"
"KTGF533.24","Drives",0.031791437,"KTGF533"
"KTGF540.25","Drives",0.000988074,"KTGF540"
"KTGF544.26","Drives",0.009252118,"KTGF544"
"KTGF545.25","Drives",0.001464192,"KTGF545"
"KTGF549.28","Drives",0.003084074,"KTGF549"
"KTGF550.21","Drives",0.002673821,"KTGF550"
"KTGF553.22","Drives",0.004532072,"KTGF553"
"KTGF556.25","Drives",0.002303677,"KTGF556"
"KTGF557.24","Drives",0.014712248,"KTGF557"
"KTGF561.24","Drives",0.002053879,"KTGF561"
"KTGF562.20","Drives",0.004991617,"KTGF562"
"KTGF565.25","Drives",0.004756865,"KTGF565"
"KTGF570.20","Drives",0.010492653,"KTGF570"
"KTGF572.21","Drives",0.013480453,"KTGF572"
"KTGF556.41","Anger LIWC",0.021402885,"KTGF556"
"K23121.38","Anxiety LIWC",5.41e-05,"K23121"
"K23134.45","Anxiety LIWC",0.000124878,"K23134"
"K23529.39","Anxiety LIWC",0.025346875,"K23529"
"K23548.40","Anxiety LIWC",0.002412,"K23548"
"K23552.39","Anxiety LIWC",0.000935362,"K23552"
"K23556.36","Anxiety LIWC",0.002259694,"K23556"
"K23559.30","Anxiety LIWC",0.001733619,"K23559"
"KTGF533.35","Anxiety LIWC",0.000850459,"KTGF533"
"KTGF544.42","Anxiety LIWC",0.002453285,"KTGF544"
"KTGF556.40","Anxiety LIWC",0.003472458,"KTGF556"
"K23109.27","NA LIWC",0.001114548,"K23109"
"K23121.37","NA LIWC",0.001948148,"K23121"
"K23125.41","NA LIWC",0.001433699,"K23125"
"K23128.38","NA LIWC",0.002776585,"K23128"
"K23131.27","NA LIWC",0.000483448,"K23131"
"K23133.43","NA LIWC",0.001061306,"K23133"
"K23134.44","NA LIWC",0.000171707,"K23134"
"K23136.40","NA LIWC",0.002212016,"K23136"
"K23145.37","NA LIWC",0.0052517,"K23145"
"K23150.30","NA LIWC",0.001266113,"K23150"
"K23151.36","NA LIWC",0.001253265,"K23151"
"K23153.37","NA LIWC",0.002937537,"K23153"
"K23502.30","NA LIWC",0.003839493,"K23502"
"K23503.37","NA LIWC",0.002938685,"K23503"
"K23509.37","NA LIWC",0.00301372,"K23509"
"K23510.40","NA LIWC",0.00785113,"K23510"
"K23521.37","NA LIWC",0.021121102,"K23521"
"K23526.32","NA LIWC",0.007095085,"K23526"
"K23529.38","NA LIWC",0.013526319,"K23529"
"K23531.34","NA LIWC",0.002495398,"K23531"
"K23532.41","NA LIWC",0.003718644,"K23532"
"K23536.33","NA LIWC",0.000517167,"K23536"
"K23537.41","NA LIWC",0.000718783,"K23537"
"K23540.35","NA LIWC",0.001810353,"K23540"
"K23541.33","NA LIWC",0.0036846,"K23541"
"K23548.39","NA LIWC",0.015511538,"K23548"
"K23552.38","NA LIWC",0.001075062,"K23552"
"K23556.35","NA LIWC",0.002144973,"K23556"
"K23559.29","NA LIWC",0.003624782,"K23559"
"K23563.34","NA LIWC",0.0019984,"K23563"
"K23565.38","NA LIWC",0.000298359,"K23565"
"KTFG534.39","NA LIWC",0.033673254,"KTFG534"
"KTGF118.39","NA LIWC",0.000727667,"KTGF118"
"KTGF120.40","NA LIWC",0.001117635,"KTGF120"
"KTGF138.32","NA LIWC",0.004996,"KTGF138"
"KTGF142.41","NA LIWC",0.003902364,"KTGF142"
"KTGF143.40","NA LIWC",0.002240231,"KTGF143"
"KTGF148.39","NA LIWC",0.00125971,"KTGF148"
"KTGF158.38","NA LIWC",0.000514366,"KTGF158"
"KTGF527.45","NA LIWC",0.013135262,"KTGF527"
"KTGF528.39","NA LIWC",0.004872256,"KTGF528"
"KTGF533.34","NA LIWC",0.000607056,"KTGF533"
"KTGF540.36","NA LIWC",0.00124,"KTGF540"
"KTGF544.41","NA LIWC",0.007329681,"KTGF544"
"KTGF549.44","NA LIWC",0.007243204,"KTGF549"
"KTGF550.30","NA LIWC",0.002902414,"KTGF550"
"KTGF553.32","NA LIWC",0.004985921,"KTGF553"
"KTGF556.39","NA LIWC",0.002835844,"KTGF556"
"KTGF562.27","NA LIWC",0.006797569,"KTGF562"
"KTGF565.39","NA LIWC",0.003585406,"KTGF565"
"K23121.36","PA LIWC",0.000578519,"K23121"
"K23125.40","PA LIWC",0.000996265,"K23125"
"K23133.42","PA LIWC",0.002916037,"K23133"
"K23134.43","PA LIWC",4.68e-05,"K23134"
"K23136.39","PA LIWC",0.000750543,"K23136"
"K23143.27","PA LIWC",7.82e-05,"K23143"
"K23145.36","PA LIWC",0.000297733,"K23145"
"K23510.39","PA LIWC",0.005787513,"K23510"
"K23529.37","PA LIWC",0.014366764,"K23529"
"K23532.40","PA LIWC",0.00174095,"K23532"
"K23537.40","PA LIWC",0.00092413,"K23537"
"K23555.36","PA LIWC",0.000287407,"K23555"
"K23556.34","PA LIWC",0.008768739,"K23556"
"KTFG534.38","PA LIWC",0.008715194,"KTFG534"
"KTGF118.38","PA LIWC",0.000654829,"KTGF118"
"KTGF120.39","PA LIWC",0.001674146,"KTGF120"
"KTGF125.39","PA LIWC",0.001657817,"KTGF125"
"KTGF143.39","PA LIWC",0.001391296,"KTGF143"
"KTGF146.30","PA LIWC",0.000589069,"KTGF146"
"KTGF148.38","PA LIWC",0.00308534,"KTGF148"
"KTGF158.37","PA LIWC",0.016478732,"KTGF158"
"KTGF527.44","PA LIWC",0.000105238,"KTGF527"
"KTGF528.38","PA LIWC",0.000456068,"KTGF528"
"KTGF544.40","PA LIWC",0.005262306,"KTGF544"
"KTGF549.43","PA LIWC",0.001921685,"KTGF549"
"KTGF553.31","PA LIWC",0.002291427,"KTGF553"
"KTGF557.35","PA LIWC",0.0119496,"KTGF557"
"K23559.31","emo_sad",0.001338333,"K23559"
"K23563.35","emo_sad",0.007481244,"K23563"
"K23101.33","Emotion",0.001102385,"K23101"
"K23109.26","Emotion",0.001403119,"K23109"
"K23115.32","Emotion",0.000534925,"K23115"
"K23121.35","Emotion",0.00149263,"K23121"
"K23125.39","Emotion",0.00211947,"K23125"
"K23126.30","Emotion",0.003920146,"K23126"
"K23128.37","Emotion",0.000846829,"K23128"
"K23130.33","Emotion",0.001618838,"K23130"
"K23131.26","Emotion",0.001140575,"K23131"
"K23133.41","Emotion",0.002554722,"K23133"
"K23134.42","Emotion",2.93e-05,"K23134"
"K23136.38","Emotion",0.001925132,"K23136"
"K23143.26","Emotion",0.000135385,"K23143"
"K23145.35","Emotion",0.003837967,"K23145"
"K23148.36","Emotion",0.000789042,"K23148"
"K23150.29","Emotion",0.001828759,"K23150"
"K23151.35","Emotion",0.001177744,"K23151"
"K23153.36","Emotion",0.031669741,"K23153"
"K23502.29","Emotion",0.005841582,"K23502"
"K23503.36","Emotion",0.003552849,"K23503"
"K23508.29","Emotion",0.001139333,"K23508"
"K23509.36","Emotion",0.00705547,"K23509"
"K23510.38","Emotion",0.005812433,"K23510"
"K23517.34","Emotion",0.001638427,"K23517"
"K23521.36","Emotion",0.016327959,"K23521"
"K23526.31","Emotion",0.004803731,"K23526"
"K23529.36","Emotion",0.008016917,"K23529"
"K23531.33","Emotion",0.000995484,"K23531"
"K23532.39","Emotion",0.003877563,"K23532"
"K23536.32","Emotion",0.000586556,"K23536"
"K23537.39","Emotion",0.000891652,"K23537"
"K23540.34","Emotion",0.002881176,"K23540"
"K23541.32","Emotion",0.007831787,"K23541"
"K23548.38","Emotion",0.012672413,"K23548"
"K23552.37","Emotion",0.006214391,"K23552"
"K23555.35","Emotion",0.000804857,"K23555"
"K23556.33","Emotion",0.003713802,"K23556"
"K23557.39","Emotion",0.002088157,"K23557"
"K23559.28","Emotion",0.002565048,"K23559"
"K23563.33","Emotion",0.002629333,"K23563"
"K23565.37","Emotion",0.001293128,"K23565"
"KTFG534.37","Emotion",0.010579181,"KTFG534"
"KTGF118.37","Emotion",0.001192838,"KTGF118"
"KTGF120.38","Emotion",0.002881808,"KTGF120"
"KTGF122.32","Emotion",0.004509444,"KTGF122"
"KTGF124.35","Emotion",0.004965945,"KTGF124"
"KTGF125.38","Emotion",0.000853934,"KTGF125"
"KTGF130.31","Emotion",0.001364028,"KTGF130"
"KTGF138.31","Emotion",0.00275102,"KTGF138"
"KTGF142.40","Emotion",0.008020828,"KTGF142"
"KTGF143.38","Emotion",0.002995843,"KTGF143"
"KTGF146.29","Emotion",0.001011862,"KTGF146"
"KTGF148.37","Emotion",0.002084792,"KTGF148"
"KTGF156.37","Emotion",0.00187629,"KTGF156"
"KTGF157.28","Emotion",0.001696413,"KTGF157"
"KTGF158.36","Emotion",0.036305662,"KTGF158"
"KTGF527.43","Emotion",0.001545556,"KTGF527"
"KTGF528.37","Emotion",0.020601863,"KTGF528"
"KTGF533.33","Emotion",0.008135723,"KTGF533"
"KTGF540.35","Emotion",0.000631852,"KTGF540"
"KTGF544.39","Emotion",0.0037775,"KTGF544"
"KTGF549.42","Emotion",0.003169444,"KTGF549"
"KTGF550.29","Emotion",0.001837957,"KTGF550"
"KTGF553.30","Emotion",0.005822143,"KTGF553"
"KTGF556.38","Emotion",0.001059094,"KTGF556"
"KTGF557.34","Emotion",0.020223501,"KTGF557"
"KTGF562.26","Emotion",0.004099363,"KTGF562"
"KTGF565.38","Emotion",0.005451246,"KTGF565"
"KTGF572.27","Emotion",0.001886066,"KTGF572"
"K23101.60","EnjoyLength",0.004162427,"K23101"
"K23106.63","EnjoyLength",0.004977628,"K23106"
"K23107.49","EnjoyLength",0.002038609,"K23107"
"K23109.48","EnjoyLength",0.014622044,"K23109"
"K23114.42","EnjoyLength",0.035184395,"K23114"
"K23115.61","EnjoyLength",0.003000229,"K23115"
"K23117.50","EnjoyLength",0.010576681,"K23117"
"K23120.40","EnjoyLength",0.005889215,"K23120"
"K23121.63","EnjoyLength",0.00346179,"K23121"
"K23122.50","EnjoyLength",0.009521011,"K23122"
"K23125.73","EnjoyLength",0.003484356,"K23125"
"K23126.55","EnjoyLength",0.011657945,"K23126"
"K23128.73","EnjoyLength",0.002808829,"K23128"
"K23130.65","EnjoyLength",0.005768691,"K23130"
"K23131.50","EnjoyLength",0.050192943,"K23131"
"K23133.77","EnjoyLength",0.000999972,"K23133"
"K23134.84","EnjoyLength",0.006505366,"K23134"
"K23136.78","EnjoyLength",0.003478341,"K23136"
"K23139.36","EnjoyLength",0.002811107,"K23139"
"K23142.33","EnjoyLength",0.010150309,"K23142"
"K23143.45","EnjoyLength",0.000634185,"K23143"
"K23144.55","EnjoyLength",0.002253133,"K23144"
"K23145.63","EnjoyLength",0.002393333,"K23145"
"K23148.67","EnjoyLength",0.003339808,"K23148"
"K23150.55","EnjoyLength",0.015678544,"K23150"
"K23151.62","EnjoyLength",0.00765865,"K23151"
"K23153.67","EnjoyLength",0.005000148,"K23153"
"K23155.46","EnjoyLength",0.003383597,"K23155"
"K23156.41","EnjoyLength",0.001935273,"K23156"
"K23502.52","EnjoyLength",0.043646124,"K23502"
"K23503.73","EnjoyLength",0.005805078,"K23503"
"K23507.47","EnjoyLength",0.001077041,"K23507"
"K23508.57","EnjoyLength",0.003757381,"K23508"
"K23509.63","EnjoyLength",0.012110871,"K23509"
"K23510.66","EnjoyLength",0.01380249,"K23510"
"K23517.54","EnjoyLength",0.022169289,"K23517"
"K23521.66","EnjoyLength",0.006439347,"K23521"
"K23526.63","EnjoyLength",0.008661032,"K23526"
"K23529.71","EnjoyLength",0.008921044,"K23529"
"K23531.64","EnjoyLength",0.025124882,"K23531"
"K23532.79","EnjoyLength",0.007453188,"K23532"
"K23533.51","EnjoyLength",0.009672315,"K23533"
"K23536.65","EnjoyLength",0.002038822,"K23536"
"K23537.73","EnjoyLength",0.009711355,"K23537"
"K23540.57","EnjoyLength",0.002252366,"K23540"
"K23541.58","EnjoyLength",0.01427316,"K23541"
"K23548.71","EnjoyLength",0.011363137,"K23548"
"K23551.49","EnjoyLength",0.011184355,"K23551"
"K23552.70","EnjoyLength",0.00684801,"K23552"
"K23555.64","EnjoyLength",0.009233249,"K23555"
"K23556.61","EnjoyLength",0.011379206,"K23556"
"K23557.66","EnjoyLength",0.007830598,"K23557"
"K23559.56","EnjoyLength",0.042780109,"K23559"
"K23563.53","EnjoyLength",0.000883378,"K23563"
"K23565.66","EnjoyLength",0.001706821,"K23565"
"KTFG534.63","EnjoyLength",0.01513053,"KTFG534"
"KTGF118.73","EnjoyLength",0.002712189,"KTGF118"
"KTGF120.71","EnjoyLength",0.004017096,"KTGF120"
"KTGF122.59","EnjoyLength",0.009030095,"KTGF122"
"KTGF124.62","EnjoyLength",0.007562632,"KTGF124"
"KTGF125.67","EnjoyLength",0.002622652,"KTGF125"
"KTGF126.33","EnjoyLength",0.006479692,"KTGF126"
"KTGF127.47","EnjoyLength",0.003935733,"KTGF127"
"KTGF129.39","EnjoyLength",0.010109775,"KTGF129"
"KTGF130.53","EnjoyLength",0.013196037,"KTGF130"
"KTGF136.48","EnjoyLength",0.005702966,"KTGF136"
"KTGF138.63","EnjoyLength",0.00130402,"KTGF138"
"KTGF142.72","EnjoyLength",0.005807313,"KTGF142"
"KTGF143.78","EnjoyLength",0.003543389,"KTGF143"
"KTGF146.55","EnjoyLength",0.008481567,"KTGF146"
"KTGF147.55","EnjoyLength",0.005449114,"KTGF147"
"KTGF148.68","EnjoyLength",0.002656878,"KTGF148"
"KTGF150.33","EnjoyLength",0.00342881,"KTGF150"
"KTGF153.54","EnjoyLength",0.003256333,"KTGF153"
"KTGF154.46","EnjoyLength",0.004831051,"KTGF154"
"KTGF156.68","EnjoyLength",0.003277639,"KTGF156"
"KTGF157.46","EnjoyLength",0.007137387,"KTGF157"
"KTGF158.68","EnjoyLength",0.007219333,"KTGF158"
"KTGF527.78","EnjoyLength",0.004893143,"KTGF527"
"KTGF528.80","EnjoyLength",0.003927128,"KTGF528"
"KTGF533.67","EnjoyLength",0.01081297,"KTGF533"
"KTGF540.62","EnjoyLength",0.003783222,"KTGF540"
"KTGF544.80","EnjoyLength",0.003451403,"KTGF544"
"KTGF545.56","EnjoyLength",0.004130133,"KTGF545"
"KTGF549.82","EnjoyLength",0.006221796,"KTGF549"
"KTGF550.51","EnjoyLength",0.017068586,"KTGF550"
"KTGF553.57","EnjoyLength",0.00976481,"KTGF553"
"KTGF556.73","EnjoyLength",0.005698573,"KTGF556"
"KTGF557.61","EnjoyLength",0.012905912,"KTGF557"
"KTGF561.61","EnjoyLength",0.004270469,"KTGF561"
"KTGF562.50","EnjoyLength",0.008710623,"KTGF562"
"KTGF565.73","EnjoyLength",0.005749275,"KTGF565"
"KTGF570.47","EnjoyLength",0.008286528,"KTGF570"
"KTGF572.52","EnjoyLength",0.005050665,"KTGF572"
"K23128.45","ethnicity",0.006754943,"K23128"
"K23130.42","ethnicity",0.006702143,"K23130"
"K23101.72","Excited GPT",0.004947308,"K23101"
"K23106.75","Excited GPT",0.010392346,"K23106"
"K23107.61","Excited GPT",0.001954368,"K23107"
"K23109.60","Excited GPT",0.001639896,"K23109"
"K23114.54","Excited GPT",0.023387921,"K23114"
"K23115.73","Excited GPT",0.005892458,"K23115"
"K23117.62","Excited GPT",0.003117348,"K23117"
"K23120.52","Excited GPT",0.007110553,"K23120"
"K23121.75","Excited GPT",0.000197778,"K23121"
"K23122.62","Excited GPT",0.003357034,"K23122"
"K23125.85","Excited GPT",0.004417279,"K23125"
"K23126.67","Excited GPT",0.000492658,"K23126"
"K23128.85","Excited GPT",0.003114813,"K23128"
"K23130.77","Excited GPT",0.004887087,"K23130"
"K23131.62","Excited GPT",0.001126284,"K23131"
"K23133.89","Excited GPT",0.000368944,"K23133"
"K23134.96","Excited GPT",1.9e-22,"K23134"
"K23136.90","Excited GPT",0.004370806,"K23136"
"K23139.48","Excited GPT",0.003436039,"K23139"
"K23142.44","Excited GPT",0.000600359,"K23142"
"K23143.57","Excited GPT",0.000164821,"K23143"
"K23144.67","Excited GPT",0.00144988,"K23144"
"K23145.75","Excited GPT",0.000421222,"K23145"
"K23148.79","Excited GPT",0.00088977,"K23148"
"K23150.67","Excited GPT",0.009699426,"K23150"
"K23151.74","Excited GPT",0.003239658,"K23151"
"K23153.79","Excited GPT",0.00293,"K23153"
"K23155.58","Excited GPT",0.001348596,"K23155"
"K23156.53","Excited GPT",0.000696364,"K23156"
"K23502.64","Excited GPT",0.00372408,"K23502"
"K23503.85","Excited GPT",0.007990324,"K23503"
"K23507.59","Excited GPT",0.000418301,"K23507"
"K23508.69","Excited GPT",0.003483155,"K23508"
"K23509.75","Excited GPT",0.005094515,"K23509"
"K23510.78","Excited GPT",0.010923927,"K23510"
"K23517.66","Excited GPT",0.019579253,"K23517"
"K23521.78","Excited GPT",0.01877568,"K23521"
"K23526.75","Excited GPT",0.009927813,"K23526"
"K23529.83","Excited GPT",0.004391793,"K23529"
"K23531.76","Excited GPT",0.007208043,"K23531"
"K23532.91","Excited GPT",0.002353839,"K23532"
"K23533.63","Excited GPT",0.00353752,"K23533"
"K23536.77","Excited GPT",0.0018074,"K23536"
"K23537.85","Excited GPT",0.000768471,"K23537"
"K23540.69","Excited GPT",0.001168627,"K23540"
"K23541.70","Excited GPT",0.019243027,"K23541"
"K23548.83","Excited GPT",0.011389725,"K23548"
"K23551.61","Excited GPT",0.016642025,"K23551"
"K23552.82","Excited GPT",0.002265623,"K23552"
"K23555.76","Excited GPT",0.004664476,"K23555"
"K23556.73","Excited GPT",0.002543279,"K23556"
"K23557.78","Excited GPT",0.006359206,"K23557"
"K23559.68","Excited GPT",0.003530082,"K23559"
"K23563.65","Excited GPT",0.006812044,"K23563"
"K23565.78","Excited GPT",0.000979692,"K23565"
"KTFG534.75","Excited GPT",0.024793825,"KTFG534"
"KTGF118.85","Excited GPT",0.00062191,"KTGF118"
"KTGF120.83","Excited GPT",0.005879479,"KTGF120"
"KTGF122.71","Excited GPT",0.005967428,"KTGF122"
"KTGF124.74","Excited GPT",0.003682126,"KTGF124"
"KTGF125.79","Excited GPT",0.003059018,"KTGF125"
"KTGF126.45","Excited GPT",0.004278462,"KTGF126"
"KTGF127.59","Excited GPT",0.000770533,"KTGF127"
"KTGF129.51","Excited GPT",0.003614063,"KTGF129"
"KTGF130.65","Excited GPT",0.063525278,"KTGF130"
"KTGF136.60","Excited GPT",0.006421042,"KTGF136"
"KTGF138.75","Excited GPT",0.001389059,"KTGF138"
"KTGF142.84","Excited GPT",0.006262424,"KTGF142"
"KTGF143.90","Excited GPT",0.003793731,"KTGF143"
"KTGF146.67","Excited GPT",0.012951774,"KTGF146"
"KTGF147.67","Excited GPT",0.000895947,"KTGF147"
"KTGF148.80","Excited GPT",0.000941756,"KTGF148"
"KTGF150.45","Excited GPT",0.000395357,"KTGF150"
"KTGF153.66","Excited GPT",0.001508524,"KTGF153"
"KTGF154.58","Excited GPT",0.004629034,"KTGF154"
"KTGF156.80","Excited GPT",0.00310458,"KTGF156"
"KTGF157.58","Excited GPT",0.004329044,"KTGF157"
"KTGF158.80","Excited GPT",0.003624629,"KTGF158"
"KTGF527.90","Excited GPT",0.001977921,"KTGF527"
"KTGF528.92","Excited GPT",0.004307265,"KTGF528"
"KTGF533.79","Excited GPT",0.001019221,"KTGF533"
"KTGF540.74","Excited GPT",0.001074722,"KTGF540"
"KTGF544.92","Excited GPT",0.010407069,"KTGF544"
"KTGF545.68","Excited GPT",0.00199924,"KTGF545"
"KTGF549.94","Excited GPT",0.000970833,"KTGF549"
"KTGF550.63","Excited GPT",0.002316296,"KTGF550"
"KTGF553.69","Excited GPT",0.003626867,"KTGF553"
"KTGF556.85","Excited GPT",0.003153969,"KTGF556"
"KTGF557.73","Excited GPT",0.018717509,"KTGF557"
"KTGF561.73","Excited GPT",0.002420114,"KTGF561"
"KTGF562.62","Excited GPT",0.00528444,"KTGF562"
"KTGF565.85","Excited GPT",0.001836677,"KTGF565"
"KTGF570.59","Excited GPT",0.002779444,"KTGF570"
"KTGF572.64","Excited GPT",0.002297036,"KTGF572"
"K23122.44","Exclam",0.002581126,"K23122"
"K23125.46","Family",0.001778685,"K23125"
"K23128.42","Family",0.003945317,"K23128"
"K23133.48","Family",0.000310009,"K23133"
"K23134.51","Family",0.001434146,"K23134"
"K23136.45","Family",0.007170295,"K23136"
"K23144.35","Family",0.003428201,"K23144"
"K23150.34","Family",0.002839549,"K23150"
"K23503.42","Family",0.00931902,"K23503"
"K23508.34","Family",0.003069571,"K23508"
"K23521.41","Family",0.006276122,"K23521"
"K23526.37","Family",0.012226238,"K23526"
"K23529.44","Family",0.005798278,"K23529"
"K23537.46","Family",0.000438986,"K23537"
"K23540.40","Family",0.014548719,"K23540"
"K23541.38","Family",0.009362867,"K23541"
"K23548.45","Family",0.003145672,"K23548"
"K23551.33","Family",0.00905333,"K23551"
"K23565.42","Family",0.013865497,"K23565"
"KTGF118.44","Family",0.000463216,"KTGF118"
"KTGF122.36","Family",0.00428622,"KTGF122"
"KTGF136.30","Family",0.00659068,"KTGF136"
"KTGF143.45","Family",0.00094237,"KTGF143"
"KTGF147.35","Family",0.006213211,"KTGF147"
"KTGF148.44","Family",0.001034073,"KTGF148"
"KTGF156.42","Family",0.0031516,"KTGF156"
"KTGF158.42","Family",0.028393981,"KTGF158"
"KTGF527.50","Family",0.005772016,"KTGF527"
"KTGF528.44","Family",0.002078205,"KTGF528"
"KTGF544.48","Family",0.001891549,"KTGF544"
"KTGF549.49","Family",0.001998574,"KTGF549"
"KTGF556.47","Family",0.019726271,"KTGF556"
"KTGF561.38","Family",0.00514328,"KTGF561"
"KTGF565.44","Family",0.004057348,"KTGF565"
"KTGF572.32","Family",0.003235241,"KTGF572"
"K23548.55","fatigue",0.000943377,"K23548"
"KTGF544.61","fatigue",0.001736847,"KTGF544"
"K23109.40","Feeling",0.004457111,"K23109"
"K23128.58","Feeling",0.001290423,"K23128"
"K23131.42","Feeling",0.002300406,"K23131"
"K23134.70","Feeling",4.88e-06,"K23134"
"K23153.55","Feeling",0.000622222,"K23153"
"K23503.59","Feeling",0.003112201,"K23503"
"K23521.53","Feeling",0.020708952,"K23521"
"K23526.51","Feeling",0.003301095,"K23526"
"K23529.60","Feeling",0.005128972,"K23529"
"K23531.55","Feeling",0.00048129,"K23531"
