,Variable,Importance,Participant,NLP
K23533,Impersonal pronouns ,0.002970719,K23533,LIWC
K23537,Impersonal pronouns ,0.13118721,K23537,LIWC
K23540,Impersonal pronouns ,0.010946972,K23540,LIWC
K23541,Impersonal pronouns ,0.002057089,K23541,LIWC
K23548,Impersonal pronouns ,0.005192519,K23548,LIWC
K23552,Impersonal pronouns ,0.005625077,K23552,LIWC
K23555,Impersonal pronouns ,0.001717512,K23555,LIWC
K23556,Impersonal pronouns ,0.003433399,K23556,LIWC
K23557,Impersonal pronouns ,0.002209291,K23557,LIWC
K23563,Impersonal pronouns ,0.001334499,K23563,LIWC
K23565,Impersonal pronouns ,0.001910643,K23565,LIWC
KTFG534,Impersonal pronouns ,0.003447614,KTFG534,LIWC
KTGF118,Impersonal pronouns ,0.007445526,KTGF118,LIWC
KTGF120,Impersonal pronouns ,0.003563492,KTGF120,LIWC
KTGF122,Impersonal pronouns ,0.003308136,KTGF122,LIWC
KTGF124,Impersonal pronouns ,0.008179155,KTGF124,LIWC
KTGF125,Impersonal pronouns ,0.000869687,KTGF125,LIWC
KTGF142,Impersonal pronouns ,0.001987926,KTGF142,LIWC
KTGF143,Impersonal pronouns ,0.001836849,KTGF143,LIWC
KTGF148,Impersonal pronouns ,0.001407586,KTGF148,LIWC
KTGF153,Impersonal pronouns ,0.001647467,KTGF153,LIWC
KTGF156,Impersonal pronouns ,0.000642259,KTGF156,LIWC
KTGF158,Impersonal pronouns ,0.000352883,KTGF158,LIWC
KTGF527,Impersonal pronouns ,0.004466291,KTGF527,LIWC
KTGF528,Impersonal pronouns ,0.007010325,KTGF528,LIWC
KTGF533,Impersonal pronouns ,0.006630834,KTGF533,LIWC
KTGF540,Impersonal pronouns ,0.000930974,KTGF540,LIWC
KTGF544,Impersonal pronouns ,0.004963213,KTGF544,LIWC
KTGF545,Impersonal pronouns ,0.005485153,KTGF545,LIWC
KTGF549,Impersonal pronouns ,0.002229975,KTGF549,LIWC
KTGF556,Impersonal pronouns ,0.010723003,KTGF556,LIWC
KTGF557,Impersonal pronouns ,0.001870833,KTGF557,LIWC
KTGF565,Impersonal pronouns ,0.001421072,KTGF565,LIWC
K23101,Leisure,0.002467809,K23101,LIWC
K23104,Leisure,3.24E-05,K23104,LIWC
K23106,Leisure,0.000119487,K23106,LIWC
K23107,Leisure,0.000737851,K23107,LIWC
K23109,Leisure,0.00070843,K23109,LIWC
K23114,Leisure,0.004286953,K23114,LIWC
K23115,Leisure,0.002534548,K23115,LIWC
K23117,Leisure,0.000800659,K23117,LIWC
K23120,Leisure,0.002810774,K23120,LIWC
K23121,Leisure,0.001356897,K23121,LIWC
K23122,Leisure,0.000501333,K23122,LIWC
K23125,Leisure,0.000697093,K23125,LIWC
K23128,Leisure,0.001338177,K23128,LIWC
K23129,Leisure,0.000232103,K23129,LIWC
K23133,Leisure,0.002137111,K23133,LIWC
K23134,Leisure,0.004656369,K23134,LIWC
K23136,Leisure,0.003010693,K23136,LIWC
K23139,Leisure,0.000140968,K23139,LIWC
K23142,Leisure,0.000358672,K23142,LIWC
K23143,Leisure,0.000347778,K23143,LIWC
K23145,Leisure,0.00105363,K23145,LIWC
K23147,Leisure,0.001605529,K23147,LIWC
K23148,Leisure,0.001182715,K23148,LIWC
K23150,Leisure,0.005096291,K23150,LIWC
K23151,Leisure,0.002867499,K23151,LIWC
K23153,Leisure,0.004318605,K23153,LIWC
K23155,Leisure,0.001238072,K23155,LIWC
K23156,Leisure,0.006720449,K23156,LIWC
K23503,Leisure,0.002969557,K23503,LIWC
K23507,Leisure,0.001871473,K23507,LIWC
K23508,Leisure,0.019362933,K23508,LIWC
K23509,Leisure,0.000739886,K23509,LIWC
K23510,Leisure,0.001158164,K23510,LIWC
K23521,Leisure,0.002937968,K23521,LIWC
K23526,Leisure,0.004304466,K23526,LIWC
K23529,Leisure,0.003293593,K23529,LIWC
K23531,Leisure,0.0044387,K23531,LIWC
K23532,Leisure,0.003886276,K23532,LIWC
K23533,Leisure,0.002227219,K23533,LIWC
K23536,Leisure,0.000738811,K23536,LIWC
K23537,Leisure,0.0075705,K23537,LIWC
K23541,Leisure,0.000431644,K23541,LIWC
K23548,Leisure,0.002974762,K23548,LIWC
K23551,Leisure,0.007842685,K23551,LIWC
K23552,Leisure,0.002674314,K23552,LIWC
K23555,Leisure,0.002285894,K23555,LIWC
K23556,Leisure,0.000992559,K23556,LIWC
K23557,Leisure,0.003272931,K23557,LIWC
K23559,Leisure,0.002772608,K23559,LIWC
K23563,Leisure,0.00636735,K23563,LIWC
K23565,Leisure,0.003341494,K23565,LIWC
KTGF118,Leisure,0.000840648,KTGF118,LIWC
KTGF122,Leisure,0.002016765,KTGF122,LIWC
KTGF124,Leisure,0.002821253,KTGF124,LIWC
KTGF125,Leisure,0.00029053,KTGF125,LIWC
KTGF127,Leisure,0.001904844,KTGF127,LIWC
KTGF129,Leisure,0.00986762,KTGF129,LIWC
KTGF130,Leisure,0.00270813,KTGF130,LIWC
KTGF136,Leisure,0.001391052,KTGF136,LIWC
KTGF138,Leisure,0.000723889,KTGF138,LIWC
KTGF142,Leisure,0.002721061,KTGF142,LIWC
KTGF143,Leisure,0.005846741,KTGF143,LIWC
KTGF146,Leisure,0.003760637,KTGF146,LIWC
KTGF148,Leisure,0.001173881,KTGF148,LIWC
KTGF153,Leisure,0.001459358,KTGF153,LIWC
KTGF156,Leisure,0.002977877,KTGF156,LIWC
KTGF157,Leisure,0.000494009,KTGF157,LIWC
KTGF158,Leisure,0.000909793,KTGF158,LIWC
KTGF527,Leisure,0.002928847,KTGF527,LIWC
KTGF528,Leisure,0.00783898,KTGF528,LIWC
KTGF533,Leisure,0.003758023,KTGF533,LIWC
KTGF540,Leisure,0.001360034,KTGF540,LIWC
KTGF544,Leisure,0.001756102,KTGF544,LIWC
KTGF545,Leisure,0.000447492,KTGF545,LIWC
KTGF549,Leisure,0.003807284,KTGF549,LIWC
KTGF553,Leisure,0.004383927,KTGF553,LIWC
KTGF556,Leisure,0.000940368,KTGF556,LIWC
KTGF561,Leisure,0.001300902,KTGF561,LIWC
KTGF565,Leisure,0.005711519,KTGF565,LIWC
KTGF572,Leisure,0.008289774,KTGF572,LIWC
K23101,Lifestyle,0.002205453,K23101,LIWC
K23104,Lifestyle,6.77E-05,K23104,LIWC
K23106,Lifestyle,0.00076156,K23106,LIWC
K23107,Lifestyle,0.004314828,K23107,LIWC
K23109,Lifestyle,0.001026356,K23109,LIWC
K23114,Lifestyle,0.019734468,K23114,LIWC
K23115,Lifestyle,0.003528681,K23115,LIWC
K23117,Lifestyle,0.025510884,K23117,LIWC
K23120,Lifestyle,0.003460012,K23120,LIWC
K23121,Lifestyle,0.007892066,K23121,LIWC
K23122,Lifestyle,0.000181379,K23122,LIWC
K23125,Lifestyle,0.002122511,K23125,LIWC
K23126,Lifestyle,0.01671337,K23126,LIWC
K23128,Lifestyle,0.004072692,K23128,LIWC
K23129,Lifestyle,0.003467326,K23129,LIWC
K23130,Lifestyle,0.003268444,K23130,LIWC
K23131,Lifestyle,0.011997745,K23131,LIWC
K23133,Lifestyle,0.002659395,K23133,LIWC
K23134,Lifestyle,0.002849393,K23134,LIWC
K23136,Lifestyle,0.003810884,K23136,LIWC
K23139,Lifestyle,0.001075788,K23139,LIWC
K23142,Lifestyle,0.001338615,K23142,LIWC
K23143,Lifestyle,0.000891776,K23143,LIWC
K23144,Lifestyle,0.004083925,K23144,LIWC
K23145,Lifestyle,0.001020681,K23145,LIWC
K23147,Lifestyle,0.001487347,K23147,LIWC
K23148,Lifestyle,0.003521111,K23148,LIWC
K23150,Lifestyle,0.002713481,K23150,LIWC
K23151,Lifestyle,0.005511179,K23151,LIWC
K23153,Lifestyle,0.003404759,K23153,LIWC
K23155,Lifestyle,0.00220812,K23155,LIWC
K23156,Lifestyle,0.014916652,K23156,LIWC
K23502,Lifestyle,0.002518068,K23502,LIWC
K23503,Lifestyle,0.003056432,K23503,LIWC
K23507,Lifestyle,0.003703593,K23507,LIWC
K23508,Lifestyle,0.00415844,K23508,LIWC
K23509,Lifestyle,0.002152088,K23509,LIWC
K23510,Lifestyle,0.009894376,K23510,LIWC
K23517,Lifestyle,0.016332975,K23517,LIWC
K23521,Lifestyle,0.003710603,K23521,LIWC
K23526,Lifestyle,0.007339537,K23526,LIWC
K23529,Lifestyle,0.003080014,K23529,LIWC
K23531,Lifestyle,0.011614706,K23531,LIWC
K23532,Lifestyle,0.013843157,K23532,LIWC
K23533,Lifestyle,0.003702528,K23533,LIWC
K23536,Lifestyle,0.004235493,K23536,LIWC
K23537,Lifestyle,0.008092507,K23537,LIWC
K23540,Lifestyle,0.001184336,K23540,LIWC
K23541,Lifestyle,0.003905427,K23541,LIWC
K23548,Lifestyle,0.007493206,K23548,LIWC
K23551,Lifestyle,0.004284495,K23551,LIWC
K23552,Lifestyle,0.008905072,K23552,LIWC
K23555,Lifestyle,0.001810263,K23555,LIWC
K23556,Lifestyle,0.002129544,K23556,LIWC
K23557,Lifestyle,0.001515987,K23557,LIWC
K23559,Lifestyle,0.011207594,K23559,LIWC
K23563,Lifestyle,0.005340252,K23563,LIWC
K23565,Lifestyle,0.003919904,K23565,LIWC
KTFG534,Lifestyle,0.004127534,KTFG534,LIWC
KTGF118,Lifestyle,0.001402767,KTGF118,LIWC
KTGF120,Lifestyle,0.003176839,KTGF120,LIWC
KTGF122,Lifestyle,0.003336326,KTGF122,LIWC
KTGF124,Lifestyle,0.004913245,KTGF124,LIWC
KTGF125,Lifestyle,0.000964464,KTGF125,LIWC
KTGF126,Lifestyle,0.011239155,KTGF126,LIWC
KTGF127,Lifestyle,0.00104506,KTGF127,LIWC
KTGF129,Lifestyle,0.014402549,KTGF129,LIWC
KTGF130,Lifestyle,0.018889494,KTGF130,LIWC
KTGF136,Lifestyle,0.030664526,KTGF136,LIWC
KTGF138,Lifestyle,0.002024706,KTGF138,LIWC
KTGF142,Lifestyle,0.002334694,KTGF142,LIWC
KTGF143,Lifestyle,0.000380025,KTGF143,LIWC
KTGF146,Lifestyle,0.005069422,KTGF146,LIWC
KTGF147,Lifestyle,0.002203025,KTGF147,LIWC
KTGF148,Lifestyle,0.002119897,KTGF148,LIWC
KTGF150,Lifestyle,0.002924274,KTGF150,LIWC
KTGF153,Lifestyle,0.000658127,KTGF153,LIWC
KTGF154,Lifestyle,0.005016953,KTGF154,LIWC
KTGF156,Lifestyle,0.004026074,KTGF156,LIWC
KTGF157,Lifestyle,0.00253451,KTGF157,LIWC
KTGF158,Lifestyle,0.002865493,KTGF158,LIWC
KTGF527,Lifestyle,0.002114479,KTGF527,LIWC
KTGF528,Lifestyle,0.01236861,KTGF528,LIWC
KTGF533,Lifestyle,0.006637648,KTGF533,LIWC
KTGF540,Lifestyle,0.004121064,KTGF540,LIWC
KTGF544,Lifestyle,0.000438042,KTGF544,LIWC
KTGF545,Lifestyle,0.001081725,KTGF545,LIWC
KTGF549,Lifestyle,0.002057802,KTGF549,LIWC
KTGF550,Lifestyle,0.016109037,KTGF550,LIWC
KTGF553,Lifestyle,0.003156896,KTGF553,LIWC
KTGF556,Lifestyle,0.006073899,KTGF556,LIWC
KTGF557,Lifestyle,0.026992904,KTGF557,LIWC
KTGF561,Lifestyle,0.001436086,KTGF561,LIWC
KTGF562,Lifestyle,0.00751,KTGF562,LIWC
KTGF565,Lifestyle,0.002015845,KTGF565,LIWC
KTGF570,Lifestyle,0.00487379,KTGF570,LIWC
KTGF572,Lifestyle,0.005476489,KTGF572,LIWC
K23101,Linguistic,0.00177367,K23101,LIWC
K23104,Linguistic,0.007122215,K23104,LIWC
K23106,Linguistic,0.000638615,K23106,LIWC
K23107,Linguistic,0.000475299,K23107,LIWC
K23109,Linguistic,0.001140847,K23109,LIWC
K23114,Linguistic,0.019539166,K23114,LIWC
K23115,Linguistic,0.010077281,K23115,LIWC
K23117,Linguistic,0.023851328,K23117,LIWC
K23120,Linguistic,0.004814188,K23120,LIWC
K23121,Linguistic,0.000935403,K23121,LIWC
K23122,Linguistic,0.001561862,K23122,LIWC
K23125,Linguistic,0.003182451,K23125,LIWC
K23126,Linguistic,0.025068953,K23126,LIWC
K23128,Linguistic,0.00289684,K23128,LIWC
K23129,Linguistic,0.002451655,K23129,LIWC
K23130,Linguistic,0.011304044,K23130,LIWC
K23131,Linguistic,0.031412562,K23131,LIWC
K23133,Linguistic,0.001856265,K23133,LIWC
K23134,Linguistic,0.004015572,K23134,LIWC
K23136,Linguistic,0.004010974,K23136,LIWC
K23139,Linguistic,0.000618931,K23139,LIWC
K23142,Linguistic,0.004810296,K23142,LIWC
K23143,Linguistic,0.003295255,K23143,LIWC
K23144,Linguistic,0.004733158,K23144,LIWC
K23145,Linguistic,0.000386815,K23145,LIWC
K23147,Linguistic,0.002552848,K23147,LIWC
K23148,Linguistic,0.002560622,K23148,LIWC
K23150,Linguistic,0.006652739,K23150,LIWC
K23151,Linguistic,0.006546091,K23151,LIWC
K23153,Linguistic,0.008474747,K23153,LIWC
K23155,Linguistic,0.000884331,K23155,LIWC
K23156,Linguistic,0.001331869,K23156,LIWC
K23502,Linguistic,0.001730089,K23502,LIWC
K23503,Linguistic,0.004548635,K23503,LIWC
K23507,Linguistic,0.007654574,K23507,LIWC
K23508,Linguistic,0.00566975,K23508,LIWC
K23509,Linguistic,0.003195747,K23509,LIWC
K23510,Linguistic,0.003477204,K23510,LIWC
K23517,Linguistic,0.00901213,K23517,LIWC
K23521,Linguistic,0.003972295,K23521,LIWC
K23526,Linguistic,0.006500275,K23526,LIWC
K23529,Linguistic,0.012603537,K23529,LIWC
K23531,Linguistic,0.002241234,K23531,LIWC
K23532,Linguistic,0.01133646,K23532,LIWC
K23533,Linguistic,0.008096354,K23533,LIWC
K23536,Linguistic,0.000473196,K23536,LIWC
K23537,Linguistic,0.008027568,K23537,LIWC
K23540,Linguistic,0.003387865,K23540,LIWC
K23541,Linguistic,0.007844284,K23541,LIWC
K23548,Linguistic,0.006628749,K23548,LIWC
K23551,Linguistic,0.00830774,K23551,LIWC
K23552,Linguistic,0.005472792,K23552,LIWC
K23555,Linguistic,0.002989926,K23555,LIWC
K23556,Linguistic,0.002000601,K23556,LIWC
K23557,Linguistic,0.004568863,K23557,LIWC
K23559,Linguistic,0.00280741,K23559,LIWC
K23563,Linguistic,0.013890306,K23563,LIWC
K23565,Linguistic,0.003021928,K23565,LIWC
KTFG534,Linguistic,0.022667329,KTFG534,LIWC
KTGF118,Linguistic,0.002394871,KTGF118,LIWC
KTGF120,Linguistic,0.002182639,KTGF120,LIWC
KTGF122,Linguistic,0.001944474,KTGF122,LIWC
KTGF124,Linguistic,0.008950652,KTGF124,LIWC
KTGF125,Linguistic,0.000368723,KTGF125,LIWC
KTGF126,Linguistic,0.006915756,KTGF126,LIWC
KTGF127,Linguistic,0.002295003,KTGF127,LIWC
KTGF129,Linguistic,0.018710607,KTGF129,LIWC
KTGF130,Linguistic,0.033030454,KTGF130,LIWC
KTGF136,Linguistic,0.068322857,KTGF136,LIWC
KTGF138,Linguistic,0.00338915,KTGF138,LIWC
KTGF142,Linguistic,0.004346976,KTGF142,LIWC
KTGF143,Linguistic,0.000553981,KTGF143,LIWC
KTGF146,Linguistic,0.007596882,KTGF146,LIWC
KTGF147,Linguistic,0.004990544,KTGF147,LIWC
KTGF148,Linguistic,0.001303366,KTGF148,LIWC
KTGF150,Linguistic,0.002565857,KTGF150,LIWC
KTGF153,Linguistic,0.001218213,KTGF153,LIWC
KTGF154,Linguistic,0.007057584,KTGF154,LIWC
KTGF156,Linguistic,0.000642299,KTGF156,LIWC
KTGF157,Linguistic,0.003866281,KTGF157,LIWC
KTGF158,Linguistic,0.008705202,KTGF158,LIWC
KTGF527,Linguistic,0.002446902,KTGF527,LIWC
KTGF528,Linguistic,0.000923339,KTGF528,LIWC
KTGF533,Linguistic,0.025096739,KTGF533,LIWC
KTGF540,Linguistic,0.008983858,KTGF540,LIWC
KTGF544,Linguistic,0.001181181,KTGF544,LIWC
KTGF545,Linguistic,0.001487433,KTGF545,LIWC
KTGF549,Linguistic,0.003987228,KTGF549,LIWC
KTGF550,Linguistic,0.011380562,KTGF550,LIWC
KTGF553,Linguistic,0.00375242,KTGF553,LIWC
KTGF556,Linguistic,0.001729583,KTGF556,LIWC
KTGF557,Linguistic,0.008098161,KTGF557,LIWC
KTGF561,Linguistic,0.005782341,KTGF561,LIWC
KTGF562,Linguistic,0.011172625,KTGF562,LIWC
KTGF565,Linguistic,0.005700937,KTGF565,LIWC
KTGF570,Linguistic,0.009336815,KTGF570,LIWC
KTGF572,Linguistic,0.002443381,KTGF572,LIWC
K23101,Motion,0.002026997,K23101,LIWC
K23104,Motion,8.39E-05,K23104,LIWC
K23106,Motion,0.002219115,K23106,LIWC
K23107,Motion,0.003117739,K23107,LIWC
K23109,Motion,0.001995588,K23109,LIWC
K23115,Motion,0.0062054,K23115,LIWC
K23121,Motion,0.000643444,K23121,LIWC
K23122,Motion,0.001052184,K23122,LIWC
K23125,Motion,0.001724776,K23125,LIWC
K23126,Motion,0.012064009,K23126,LIWC
K23128,Motion,0.003128862,K23128,LIWC
K23129,Motion,0.001281412,K23129,LIWC
K23130,Motion,0.011250838,K23130,LIWC
K23131,Motion,0.001325073,K23131,LIWC
K23133,Motion,0.001343454,K23133,LIWC
K23134,Motion,0.001034531,K23134,LIWC
K23136,Motion,0.002332227,K23136,LIWC
K23143,Motion,0.000365621,K23143,LIWC
K23144,Motion,0.004415345,K23144,LIWC
K23145,Motion,0.000721593,K23145,LIWC
K23147,Motion,0.00119435,K23147,LIWC
K23148,Motion,0.001687608,K23148,LIWC
K23150,Motion,0.003322182,K23150,LIWC
K23151,Motion,0.00820702,K23151,LIWC
K23156,Motion,0.00033103,K23156,LIWC
K23502,Motion,0.000311476,K23502,LIWC
K23503,Motion,0.004613167,K23503,LIWC
K23508,Motion,0.002195778,K23508,LIWC
K23510,Motion,0.007015604,K23510,LIWC
K23521,Motion,0.003062689,K23521,LIWC
K23526,Motion,0.004573458,K23526,LIWC
K23529,Motion,0.009643511,K23529,LIWC
K23531,Motion,0.003252307,K23531,LIWC
K23532,Motion,0.000986475,K23532,LIWC
K23533,Motion,0.003800978,K23533,LIWC
K23536,Motion,9.27E-05,K23536,LIWC
K23537,Motion,0.002640761,K23537,LIWC
K23541,Motion,0.001209507,K23541,LIWC
K23548,Motion,0.00234274,K23548,LIWC
K23551,Motion,0.003196591,K23551,LIWC
K23552,Motion,0.003353087,K23552,LIWC
K23555,Motion,0.002025605,K23555,LIWC
K23556,Motion,0.001763495,K23556,LIWC
K23557,Motion,0.002907588,K23557,LIWC
K23565,Motion,0.010018918,K23565,LIWC
KTFG534,Motion,0.002170931,KTFG534,LIWC
KTGF118,Motion,0.001734943,KTGF118,LIWC
KTGF120,Motion,0.001524603,KTGF120,LIWC
KTGF122,Motion,0.004148944,KTGF122,LIWC
KTGF124,Motion,0.002298815,KTGF124,LIWC
KTGF126,Motion,0.003019893,KTGF126,LIWC
KTGF129,Motion,0.002767794,KTGF129,LIWC
KTGF130,Motion,0.00308688,KTGF130,LIWC
KTGF136,Motion,0.00313458,KTGF136,LIWC
KTGF138,Motion,0.002404647,KTGF138,LIWC
KTGF142,Motion,0.000997724,KTGF142,LIWC
KTGF143,Motion,0.000635781,KTGF143,LIWC
KTGF147,Motion,0.001664399,KTGF147,LIWC
KTGF148,Motion,0.002123432,KTGF148,LIWC
KTGF150,Motion,0.000907222,KTGF150,LIWC
KTGF153,Motion,0.000833184,KTGF153,LIWC
KTGF156,Motion,0.00067822,KTGF156,LIWC
KTGF158,Motion,0.000941784,KTGF158,LIWC
KTGF527,Motion,0.005412238,KTGF527,LIWC
KTGF528,Motion,0.005835299,KTGF528,LIWC
KTGF533,Motion,0.001582268,KTGF533,LIWC
KTGF540,Motion,0.006331328,KTGF540,LIWC
KTGF544,Motion,0.00138235,KTGF544,LIWC
KTGF545,Motion,0.002590917,KTGF545,LIWC
KTGF549,Motion,0.002431438,KTGF549,LIWC
KTGF553,Motion,0.002172916,KTGF553,LIWC
KTGF556,Motion,0.001348222,KTGF556,LIWC
KTGF557,Motion,0.000798161,KTGF557,LIWC
KTGF561,Motion,0.001038856,KTGF561,LIWC
KTGF565,Motion,0.002045507,KTGF565,LIWC
KTGF570,Motion,0.008039426,KTGF570,LIWC
KTGF572,Motion,0.000707997,KTGF572,LIWC
K23101,NA GPT,0.002487818,K23101,GPT
K23104,NA GPT,5.33E-06,K23104,GPT
K23106,NA GPT,0.00531035,K23106,GPT
K23107,NA GPT,0.015529161,K23107,GPT
K23109,NA GPT,0.032771281,K23109,GPT
K23114,NA GPT,0.02736143,K23114,GPT
K23115,NA GPT,0.00700077,K23115,GPT
K23117,NA GPT,0.0607488,K23117,GPT
K23120,NA GPT,0.007578989,K23120,GPT
K23121,NA GPT,0.000522601,K23121,GPT
K23122,NA GPT,0.000120759,K23122,GPT
K23125,NA GPT,0.005335172,K23125,GPT
K23126,NA GPT,0.072995635,K23126,GPT
K23128,NA GPT,0.003349805,K23128,GPT
K23129,NA GPT,0.001355162,K23129,GPT
K23130,NA GPT,0.001850038,K23130,GPT
K23131,NA GPT,0.003362562,K23131,GPT
K23133,NA GPT,0.001903821,K23133,GPT
K23134,NA GPT,0.004611626,K23134,GPT
K23136,NA GPT,0.0040577,K23136,GPT
K23139,NA GPT,0.003477933,K23139,GPT
K23142,NA GPT,0.003022988,K23142,GPT
K23143,NA GPT,0.005146096,K23143,GPT
K23144,NA GPT,0.003213068,K23144,GPT
K23145,NA GPT,0.051202489,K23145,GPT
K23147,NA GPT,0.001384768,K23147,GPT
K23148,NA GPT,0.00322002,K23148,GPT
K23150,NA GPT,0.012350534,K23150,GPT
K23151,NA GPT,0.017213926,K23151,GPT
K23153,NA GPT,0.006605975,K23153,GPT
K23155,NA GPT,0.003513876,K23155,GPT
K23156,NA GPT,0.00151953,K23156,GPT
K23502,NA GPT,0.00215136,K23502,GPT
K23503,NA GPT,0.006640484,K23503,GPT
K23507,NA GPT,0.002590896,K23507,GPT
K23508,NA GPT,0.020404583,K23508,GPT
K23509,NA GPT,0.016038116,K23509,GPT
K23510,NA GPT,0.017713538,K23510,GPT
K23517,NA GPT,0.038046468,K23517,GPT
K23521,NA GPT,0.007995964,K23521,GPT
K23526,NA GPT,0.031676651,K23526,GPT
K23529,NA GPT,0.007194419,K23529,GPT
K23531,NA GPT,0.010568537,K23531,GPT
K23532,NA GPT,0.000737471,K23532,GPT
K23533,NA GPT,0.004629289,K23533,GPT
K23536,NA GPT,0.005537711,K23536,GPT
K23537,NA GPT,0.003102638,K23537,GPT
K23540,NA GPT,0.015630214,K23540,GPT
K23541,NA GPT,0.010039733,K23541,GPT
K23548,NA GPT,0.010042314,K23548,GPT
K23551,NA GPT,0.014504363,K23551,GPT
K23552,NA GPT,0.005497072,K23552,GPT
K23555,NA GPT,0.006066832,K23555,GPT
K23556,NA GPT,0.004907303,K23556,GPT
K23557,NA GPT,0.007765451,K23557,GPT
K23559,NA GPT,0.018320063,K23559,GPT
K23563,NA GPT,0.007461026,K23563,GPT
K23565,NA GPT,0.0060262,K23565,GPT
KTFG534,NA GPT,0.024826571,KTFG534,GPT
KTGF118,NA GPT,0.005419368,KTGF118,GPT
KTGF120,NA GPT,0.002541906,KTGF120,GPT
KTGF122,NA GPT,0.010438801,KTGF122,GPT
KTGF124,NA GPT,0.00186332,KTGF124,GPT
KTGF125,NA GPT,0.001596557,KTGF125,GPT
KTGF126,NA GPT,0.002835411,KTGF126,GPT
KTGF127,NA GPT,0.006233181,KTGF127,GPT
KTGF129,NA GPT,0.017432097,KTGF129,GPT
KTGF130,NA GPT,0.011573367,KTGF130,GPT
KTGF136,NA GPT,0.002039882,KTGF136,GPT
KTGF138,NA GPT,0.001609784,KTGF138,GPT
KTGF142,NA GPT,0.004267273,KTGF142,GPT
KTGF143,NA GPT,0.000489352,KTGF143,GPT
KTGF146,NA GPT,0.008859208,KTGF146,GPT
KTGF147,NA GPT,0.002391469,KTGF147,GPT
KTGF148,NA GPT,0.002174781,KTGF148,GPT
KTGF150,NA GPT,0.001091397,KTGF150,GPT
KTGF153,NA GPT,0.003497231,KTGF153,GPT
KTGF154,NA GPT,0.003312876,KTGF154,GPT
KTGF156,NA GPT,0.036061067,KTGF156,GPT
KTGF157,NA GPT,0.015501143,KTGF157,GPT
KTGF158,NA GPT,0.105365446,KTGF158,GPT
KTGF527,NA GPT,0.044162291,KTGF527,GPT
KTGF528,NA GPT,0.015060798,KTGF528,GPT
KTGF533,NA GPT,0.043484548,KTGF533,GPT
KTGF540,NA GPT,0.004029679,KTGF540,GPT
KTGF544,NA GPT,0.026927391,KTGF544,GPT
KTGF545,NA GPT,0.029090211,KTGF545,GPT
KTGF549,NA GPT,0.00170758,KTGF549,GPT
KTGF550,NA GPT,0.013817274,KTGF550,GPT
KTGF553,NA GPT,0.013099768,KTGF553,GPT
KTGF556,NA GPT,0.013315462,KTGF556,GPT
KTGF557,NA GPT,0.070027635,KTGF557,GPT
KTGF561,NA GPT,0.001025414,KTGF561,GPT
KTGF562,NA GPT,0.019688752,KTGF562,GPT
KTGF565,NA GPT,0.002120763,KTGF565,GPT
KTGF570,NA GPT,0.004713639,KTGF570,GPT
KTGF572,NA GPT,0.005687997,KTGF572,GPT
K23125,Need,0.004843945,K23125,LIWC
K23126,Need,0.000968362,K23126,LIWC
K23131,Need,0.000897785,K23131,LIWC
K23134,Need,0.001095089,K23134,LIWC
K23136,Need,0.002335886,K23136,LIWC
K23147,Need,0.000894034,K23147,LIWC
K23148,Need,0.002017095,K23148,LIWC
K23151,Need,0.012268023,K23151,LIWC
K23503,Need,0.002591155,K23503,LIWC
K23507,Need,0.001010518,K23507,LIWC
K23509,Need,0.003665182,K23509,LIWC
K23532,Need,0.000530575,K23532,LIWC
K23540,Need,0.00170549,K23540,LIWC
K23548,Need,0.002791802,K23548,LIWC
K23565,Need,0.006187091,K23565,LIWC
KTGF118,Need,0.001345036,KTGF118,LIWC
KTGF120,Need,0.001508393,KTGF120,LIWC
KTGF528,Need,0,KTGF528,LIWC
KTGF533,Need,0.000791861,KTGF533,LIWC
KTGF544,Need,0.002137046,KTGF544,LIWC
KTGF549,Need,0.001963994,KTGF549,LIWC
KTGF557,Need,0.000797865,KTGF557,LIWC
KTGF565,Need,0.001341268,KTGF565,LIWC
K23101,NA VADER,0.001120892,K23101,VADER
K23106,NA VADER,0.000302991,K23106,VADER
K23107,NA VADER,0.000868429,K23107,VADER
K23109,NA VADER,0.000924148,K23109,VADER
K23115,NA VADER,0.002969041,K23115,VADER
K23121,NA VADER,0.005088198,K23121,VADER
K23125,NA VADER,0.001292384,K23125,VADER
K23126,NA VADER,0.004304435,K23126,VADER
K23128,NA VADER,0.005579398,K23128,VADER
K23129,NA VADER,0.000601976,K23129,VADER
K23130,NA VADER,0.000250286,K23130,VADER
K23131,NA VADER,0.001636268,K23131,VADER
K23133,NA VADER,0.00369896,K23133,VADER
K23134,NA VADER,0.001287339,K23134,VADER
K23136,NA VADER,0.003095429,K23136,VADER
K23144,NA VADER,0.018113372,K23144,VADER
K23145,NA VADER,0.00127373,K23145,VADER
K23147,NA VADER,0.001055704,K23147,VADER
K23148,NA VADER,0.000961755,K23148,VADER
K23150,NA VADER,0.00356686,K23150,VADER
K23151,NA VADER,0.002213778,K23151,VADER
K23153,NA VADER,0.017573325,K23153,VADER
K23502,NA VADER,0.001059428,K23502,VADER
K23503,NA VADER,0.003069938,K23503,VADER
K23507,NA VADER,0.003373706,K23507,VADER
K23508,NA VADER,0.002276179,K23508,VADER
K23509,NA VADER,0.005314962,K23509,VADER
K23510,NA VADER,0.001166829,K23510,VADER
